Substance Name,Synonyms,Chemical Name,Chemical Formula,NFLIS Detailed Drug Category,Date Added to NFLIS-Drug,Chemical Structures
Chloro-PIHP (Chloro-alpha-pyrrolidinoisohexanophenone),Chloro-alpha-pyrrolidinoisohexanophenone,,C16H22ClNO,Synthetic Cathinones,12-2024,Structure Image cannot be exported
Chloro-alpha-PPP,chloro-alpha-pyrrolidinopropiophenone,,C13H16ClNO,Synthetic Cathinones,03-2018,Structure Image cannot be exported
Chloro-alpha-PVP,chloro-alpha-pyrrolidinovalerophenone,,C15H20ClNO,Synthetic Cathinones,03-2018,Structure Image cannot be exported
Chloroacetone,,,,Other substances,10-1998,Structure Image cannot be exported
Chlorobenzoxazolon,,,,Other substances,07-2000,Structure Image cannot be exported
Chlorobutanol,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Chlorocyclopentane,Cyclopentyl chloride,chlorocyclopentane,C5H9Cl ,Other substances,09-2024,Structure Image cannot be exported
Chlorodeschloroalprazolam,,,C17H13ClN4,Benzodiazepines,09-2022,Structure Image cannot be exported
Chloroephedrine,,,,Other substances,10-1998,Structure Image cannot be exported
Chlorofentanyl,,,C22H27ClN2O,Fentanyl and Fentanyl-related,10-2020,Structure Image cannot be exported
Chloroform,,,,Other substances,10-1998,Structure Image cannot be exported
Chloropentedrone,,,C12H16ClNO,Synthetic Cathinones,05-2018,Structure Image cannot be exported
Chlorophenylpiperazine,CPP,,C10H13ClN2,Piperazines (Hallucinogen),05-2017,Structure Image cannot be exported
Chloroprocaine,,2-(diethylamino)ethyl 4-amino-2-chlorobenzoate,C13H19ClN2O2,Other substances,03-2018,Structure Image cannot be exported
Chloropseudoephedrine,,,,Other substances,10-1998,Structure Image cannot be exported
Chloroquine,,,,Other substances,07-2006,Structure Image cannot be exported
Chlorothen Citrate,,,,Other substances,10-1998,Structure Image cannot be exported
Chlorpheniramine,,,,Other substances,12-2005,Structure Image cannot be exported
Chlorphentermine,,"2-4-chlorophenyl-1,1-dimethylethylamine",C10H14ClN,Phenethylamines (Other) (S),10-1998,Structure Image cannot be exported
Chlorphine,"1-[1-[1-(4-chlorophenyl)ethyl]-4-piperidinyl]-1,3-dihydro-2H-benzimidazol-2-one",3-[1-[1-(4-chlorophenyl)ethyl]piperidin-4-yl]-1H-benzimidazol-2-one,C20H22ClN3O,Narcotic Analgesics,01-2026,Structure Image cannot be exported
Chlorpromazine,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Chlorpropamide,,,,Other substances,07-2005,Structure Image cannot be exported
Chlorprothixene,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Chlorthalidone,,,,Other substances,12-1999,Structure Image cannot be exported
Chlorzoxazone,,,,Other substances,10-1998,Structure Image cannot be exported
Cholecalciferol,,,,Other,06-2016,Structure Image cannot be exported
Choline Magnesium Salicylate,,,,Other substances,05-2000,Structure Image cannot be exported
Chondroitin,,,,Other substances,12-2019,Structure Image cannot be exported
Chorionic Gonadotropin,,,,Other substances,02-2006,Structure Image cannot be exported
Chromic Acid,,,,Other substances,10-1998,Structure Image cannot be exported
Chromium Picolinate,,,,Other,02-2004,Structure Image cannot be exported
Chromium Trioxide,,,,Other substances,10-1998,Structure Image cannot be exported
Ciclopirox,,,,Other substances,05-2011,Structure Image cannot be exported
Cilostazol,,,,Other substances,06-2004,Structure Image cannot be exported
Cimetidine,,,,Other substances,12-1999,Structure Image cannot be exported
Cinacalcet,,,,Other substances,08-2008,Structure Image cannot be exported
Cinazepam,BD-798;Levana,"4-[[7-bromo-5-(2-chlorophenyl)-2-oxo-1,3-dihydro-1,4-benzodiazepin-3-yl]oxy]-4-oxobutanoic acid (Alternative chemical name: 4-((7-bromo-5-(2-chlorophenyl)-2-hydroxy-3H-benzo[e][1,4]diazepin-3-yl)oxy)-4-oxobutanoic acid)",C19H14BrClN2O5,Benzodiazepines,05-2025,Structure Image cannot be exported
Cinnamic Acid,,,,Other substances,10-1998,Structure Image cannot be exported
Cinnamoylcocaine,methylecgonine cinnamate,methyl 3-[(E)-2-phenylethenylcarbonyloxy]-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate,C19H23NO4,Cocaine Alkaloids,06-2018,Structure Image cannot be exported
Cinnarizine,,,,Other substances,05-2020,Structure Image cannot be exported
Cinquefoil,,,,Other substances,10-1998,Structure Image cannot be exported
Ciprofloxacin,,,,Other substances,11-1999,Structure Image cannot be exported
Cisapride,,,,Other substances,12-1999,Structure Image cannot be exported
Citalopram,,,,Antidepressants,07-2000,Structure Image cannot be exported
Clarithromycin,,,,Other substances,08-2000,Structure Image cannot be exported
Claritin,,,,Other substances,11-2000,Structure Image cannot be exported
Clavulanate,,,,Other substances,07-2000,Structure Image cannot be exported
Clavulanic Acid,,,,Other substances,01-2004,Structure Image cannot be exported
Clemastine Fumarate,,,,Other substances,07-2003,Structure Image cannot be exported
Clenbuterol,,,,Other substances,10-1998,Structure Image cannot be exported
Clidinium,,,,Other substances,05-2011,Structure Image cannot be exported
Clidinium Bromide,,,,Depressants and Tranquilizers,07-2003,Structure Image cannot be exported
Clindamycin,,,,Other substances,07-2000,Structure Image cannot be exported
Clioquinol,,,,Other,06-2010,Structure Image cannot be exported
Clobazam,,"7-chloro-1-methyl-5-phenyl-2,3,4,5-tetrahydro-1H-1,5-benzodiazepine-2,4-dione",C16H13ClN2O2,Benzodiazepines,10-1998,Structure Image cannot be exported
Clobenzorex,,,,Stimulants,11-1999,Structure Image cannot be exported
Clobenztropine,,,,Other substances,06-2019,Structure Image cannot be exported
Clobetasol propionate,,,,Other substances,10-2012,Structure Image cannot be exported
Clomethiazole,chlormethiazole,"5-(2-chloroethyl)-4-methyl-1,3-thiazole",C6H8ClNS,Depressants and Tranquilizers,06-2018,Structure Image cannot be exported
Clomiphene,,,,Other substances,11-1999,Structure Image cannot be exported
Clomiphene Citrate,,,,Other substances,09-2000,Structure Image cannot be exported
Clomipramine,,,,Other substances,04-2001,Structure Image cannot be exported
Clonazepam,,"5-(2-chlorophenyl)-7-nitro-1,3-dihydro-1,4-benzodiazepin-2-one",C15H10ClN3O3,Benzodiazepines,10-1998,Structure Image cannot be exported
Clonazolam,clonitrazolam,"9-(2-chlorophenyl)-3-methyl-12-nitro-2,4,5,8-tetraazatricyclo[8.4.0.0²,⁶]tetradeca-1(10),3,5,8,11,13-hexaene",C17H12ClN5O2,Benzodiazepines,02-2016,Structure Image cannot be exported
Clonidine,,,,Other substances,10-1998,Structure Image cannot be exported
Clonitazene,,"N,N-diethyl-2-(2-(4-chlorobenzyl)-5-nitro-1H-benzimidazol-1-yl]ethan-1-amine",C20H23ClN4O2,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Clopidogrel,,,,Other substances,06-2004,Structure Image cannot be exported
Clopidogrel Bisulfate,,,,Other substances,10-2003,Structure Image cannot be exported
Clorazepate,,"7-chloro-2-oxo-5-phenyl-1,3-dihydro-1,4-benzodiazepine-3-carboxylic acid",C16H11ClN2O3,Benzodiazepines,10-1998,Structure Image cannot be exported
Clortermine,,,,Stimulants,10-1998,Structure Image cannot be exported
Clorzoxazone,,,,Other,07-2008,Structure Image cannot be exported
Clostebol,,,,Steroids,10-1998,Structure Image cannot be exported
Clotiazepam,,"4-(2-chlorophenyl)-2-ethyl-8-methyl-6,8-dihydro-1-thia-5,8-diazaazulen-7-one",C16H15ClN2OS,Benzodiazepines,10-1998,Structure Image cannot be exported
Clotrimazole,,,,Other substances,10-2003,Structure Image cannot be exported
Cloxacillin,,,,Other substances,01-2001,Structure Image cannot be exported
Cloxazolam,,"10-chloro-11b-(2-chlorophenyl)-2,3,5,7-tetrahydro-[1,3]oxazolo[3,2-d][1,4]benzodiazepin-6-one",C17H14Cl2N2O2,Benzodiazepines,10-1998,Structure Image cannot be exported
Clozapine,,,,Other substances,07-2003,Structure Image cannot be exported
Cobicistat,,,,Other substances,05-2017,Structure Image cannot be exported
Cocaine,,"methyl (1R,2R,3S,5S)-3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate",C17H21NO4,Cocaine Alkaloids,10-1998,Structure Image cannot be exported
Codeine,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Codeine Methylbromide,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Codeine-N-Oxide,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Codoxime,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Coenzyme Q10,,,,Other substances,07-2008,Structure Image cannot be exported
Colace,,,,Other substances,10-2003,Structure Image cannot be exported
Colchicine,,,,Other substances,07-2000,Structure Image cannot be exported
Colesevelam,,,,Other substances,07-2003,Structure Image cannot be exported
Colestid,,,,Other substances,03-2006,Structure Image cannot be exported
Coluracetam,MKC 231;bci-540,"N-(2,3-dimethyl-5,6,7,8-tetrahydrofuro[2,3-b]quinolin-4-yl)-2-(2-oxopyrrolidin-1-yl)acetamide",C19H23N3O3,New Drug,12-2023,Structure Image cannot be exported
Copper Sulfate,,,,Other substances,10-1998,Structure Image cannot be exported
Corazepam,,,,Depressants and Tranquilizers,02-2006,Structure Image cannot be exported
Cotarnine,,,,Narcotics,10-1998,Structure Image cannot be exported
Cotinine,,,,Other substances,10-2023,Structure Image cannot be exported
Coumarin,,,,Other substances,05-2018,Structure Image cannot be exported
Crotonyl fentanyl,,(E)-N-(1-phenethylpiperidin-4-yl)-N-phenylbut-2-enamide,C23H28N2O,Fentanyl and Fentanyl-related,11-2017,Structure Image cannot be exported
Crotylbarbital,,,,Depressants and Tranquilizers,04-2011,Structure Image cannot be exported
Cryptenamine,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Cuprous Oxide,,,,Other substances,10-1998,Structure Image cannot be exported
Curlone,,,,Other substances,05-2020,Structure Image cannot be exported
Cyano-CUMYL-BUTINACA,,,C22H24N4O,Synthetic Cannabinoids,04-2019,Structure Image cannot be exported
Cyanocobalamin,,,,Other substances,10-2003,Structure Image cannot be exported
Cyanogen Bromide,,,,Other substances,10-1998,Structure Image cannot be exported
Cyclandelate,,,,Other substances,10-1998,Structure Image cannot be exported
Cyclazodone,,"2-(cyclopropylamino)-5-phenyl-1,3-oxazol-4(5H)-one",C12H12N2O2,Stimulants,12-2022,Structure Image cannot be exported
Cyclizine,,,,Other substances,10-1998,Structure Image cannot be exported
Cyclobarbital,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Cyclobenzaprine,,,,Depressants and Tranquilizers,11-1999,Structure Image cannot be exported
Cyclofenil,,,,Other substances,10-1998,Structure Image cannot be exported
Cyclohexanone,,,,Other substances,10-1998,Structure Image cannot be exported
Cyclohexyl Nitrite,,,,Other substances,12-1999,Structure Image cannot be exported
Cyclohexylamine,,,,Other substances,10-1998,Structure Image cannot be exported
Cyclopentobarbital,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Cyclopentyl Nitrite,,,,Other substances,06-2014,Structure Image cannot be exported
Cyclopentyl fentanyl,,N-(1-phenethylpiperidin-4-yl)-N-phenylcyclopentanecarboxamide,C25H32N2O,Fentanyl and Fentanyl-related,11-2017,Structure Image cannot be exported
Cyclopropyl fentanyl,,N-(1-phenethylpiperidin-4-yl)-N-phenylcyclopropanecarboxamide,C23H28N2O,Fentanyl and Fentanyl-related,08-2017,Structure Image cannot be exported
Cyclopropyl/Crotonyl Fentanyl,,,,Fentanyl and Fentanyl-related,03-2018,Structure Image cannot be exported
Cyclosporine,,,,Other,06-2010,Structure Image cannot be exported
Cyfluthrin,,,,Other substances,05-2019,Structure Image cannot be exported
Cypermetherin,,,,Other substances,02-2018,Structure Image cannot be exported
Cyprenorphine,,,,Narcotics,10-1998,Structure Image cannot be exported
Cyproheptadine,,,,Other substances,07-2000,Structure Image cannot be exported
Cyproterone,,,,Other,06-2010,Structure Image cannot be exported
Cysteine,,,,Other substances,12-2019,Structure Image cannot be exported
D-2-Bromo-Lysergide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-2-Iodo-Lysergide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Carvone),,,,Other substances,05-2015,Structure Image cannot be exported
D-Hyoscyamine,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Isolysergide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Amylamide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Butylamide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Di-Isopropylamide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Dibutylamide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Dimethylamide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Dipropylamide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Ethylamide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Ethylpropylamide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Heptylamide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Hexylamide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Methylamide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Methylethylamide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Methylisopropylamide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Methylpropylamide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Morpholide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Piperidide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Propylamide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Lysergic Acid Pyrrolidide,,,,Hallucinogens,10-1998,Structure Image cannot be exported
D-Tertylone,3'4'-methylonedioxy-N-tert-butylcathinone,"1-(2H-1,3-benzodioxol-5-yl)-2-(tert-butylamino)propan-1-one",C14H19NO3,Synthetic Cathinones,05-2017,Structure Image cannot be exported
DIPHENYL METHYLPHOSPHONATE,,,,Other substances,02-2012,Structure Image cannot be exported
DMA,dimethoxyamphetamine,,C11H17NO2,Phenethylamines (D Series) (H),11-2019,Structure Image cannot be exported
DMG,,,,Other substances,01-2009,Structure Image cannot be exported
DMPEA,"3,4-dimethoxyphenethylamine","3,4-dimethoxyphenethylamine",C10H15NO2,Phenethylamines (Amphetamines) (H),10-1998,Structure Image cannot be exported
DNP,,,,Other substances,07-2008,Structure Image cannot be exported
DOB,"4-bromo-2,5-dimethoxyamphetamine ;4-bromo-DMA","4-bromo-2,5-dimethoxyamphetamine",C11H16BrNO2,Phenethylamines (D Series) (H),10-1998,Structure Image cannot be exported
DOC,"2,5-dimethoxy-4-chloroamphetamine;4-chloro-2,5-DMA;4-chloro-2,5-dimethoxyamphetamine","2,5-dimethoxy-4-chloroamphetamine",C11H16ClNO2,Phenethylamines (D Series) (H),08-2006,Structure Image cannot be exported
DOET,"2,5-dimethoxy-4-ethylamphetamine","2,5-dimethoxy-4-ethylamphetamine",C13H21NO2,Phenethylamines (D Series) (H),10-1998,Structure Image cannot be exported
DOI,"2,5-dimethoxy-4-iodoamphetamine;4-iodo-2,5-dimethoxyamphetamine","2,5-dimethoxy-4-iodoamphetamine",C11H16INO2,Phenethylamines (D Series) (H),10-2007,Structure Image cannot be exported
DOM,"2,5-dimethoxy-4-methylamphetamine","4-methyl-2,5-dimethoxyamphetamine",C12H19NO2,Phenethylamines (D Series) (H),10-1998,Structure Image cannot be exported
Dabigatran,,,,Other substances,10-2015,Structure Image cannot be exported
Dalfampridine,,,,Other,05-2021,Structure Image cannot be exported
Dantrolene,,,,Other substances,08-2008,Structure Image cannot be exported
Dapagliflozin,,,,Other,11-2017,Structure Image cannot be exported
Dapoxetine,,,,Other,11-2012,Structure Image cannot be exported
Dapsone,,,,Other substances,08-2008,Structure Image cannot be exported
Daridorexant,Nemorexant;Quviviq,[(2S)-2-(5-chloro-4-methyl-1H-benzimidazol-2-yl)-2-methylpyrrolidin-1-yl]-[5-methoxy-2-(triazol-2-yl)phenyl]methanone,C23H23ClN6O2,Other substances,03-2025,Structure Image cannot be exported
Darifenacin,,,,Other substances,04-2011,Structure Image cannot be exported
Darunavir,,,,Other substances,11-2011,Structure Image cannot be exported
Datura Strammonium,,,,Hallucinogens,10-1998,Structure Image cannot be exported
Decabromodiphenyl ethane (DBDPE),,,,Other substances,10-2012,Structure Image cannot be exported
Decahydronaphthalene,Decalin,"1,2,3,4,4-alpha,5,6,7,8,8-alpha-decahydronaphthalene",C10H18,Other substances,03-2025,Structure Image cannot be exported
Deflazacort,"21-(acetyloxy)-11-hydroxy-2'-methyl-5'H-Pregna-1,4-dieno[17,16-d]oxazole-3,20-dione;Emflaza;Jaythari;Pyquvi","[2-[(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-6,9,13-trimethyl-16-oxo-5-oxa-7-azapentacyclo[10.8.0.02,9.04,8.013,18]icosa-6,14,17-trien-8-yl]-2-oxoethyl] acetate",C25H31NO6,Other substances,08-2025,Structure Image cannot be exported
Dehydrochloromethyltestosterone,,,,Steroids,10-1998,Structure Image cannot be exported
Dehydroepiandrosterone,,,,Steroids,10-1998,Structure Image cannot be exported
Dehydroisoandrosterone,,,,Other substances,07-2003,Structure Image cannot be exported
Delorazepam,,"7-chloro-5-(2-chlorophenyl)-1,3-dihydro-1,4-benzodiazepin-2-one",C15H10Cl2N2O,Benzodiazepines,10-1998,Structure Image cannot be exported
