model,threshold,tp,fp,recall,fpr,precision
eb05-weighted,1.1288267386807107,15,22,1.0,0.11224489795918367,0.40540540540540543
eb05-weighted,1.0854489615369893,15,23,1.0,0.11734693877551021,0.39473684210526316
eb05-weighted,1.0667271292345828,15,24,1.0,0.12244897959183673,0.38461538461538464
eb05-weighted,1.0614473943502574,15,25,1.0,0.12755102040816327,0.375
eb05-weighted,1.0532851657747069,15,26,1.0,0.1326530612244898,0.36585365853658536
eb05-weighted,1.0505717664608432,15,27,1.0,0.1377551020408163,0.35714285714285715
eb05-weighted,1.0376094144127748,15,28,1.0,0.14285714285714285,0.3488372093023256
eb05-weighted,1.0139106383279213,15,29,1.0,0.14795918367346939,0.3409090909090909
eb05-weighted,1.0087816339613782,15,30,1.0,0.15306122448979592,0.3333333333333333
eb05-weighted,1.0062413587776051,15,31,1.0,0.15816326530612246,0.32608695652173914
eb05-weighted,0.9990102437536302,15,32,1.0,0.16326530612244897,0.3191489361702128
eb05-weighted,0.9801623228970382,15,33,1.0,0.1683673469387755,0.3125
eb05-weighted,0.9700777764983032,15,34,1.0,0.17346938775510204,0.30612244897959184
eb05-weighted,0.9667291504663371,15,35,1.0,0.17857142857142858,0.3
eb05-weighted,0.9610645144932319,15,36,1.0,0.1836734693877551,0.29411764705882354
eb05-weighted,0.9534766315421832,15,37,1.0,0.18877551020408162,0.28846153846153844
eb05-weighted,0.9485612434915478,15,38,1.0,0.19387755102040816,0.2830188679245283
eb05-weighted,0.9421489348318777,15,39,1.0,0.1989795918367347,0.2777777777777778
eb05-weighted,0.9352357238215644,15,40,1.0,0.20408163265306123,0.2727272727272727
eb05-weighted,0.9319550690422601,15,41,1.0,0.20918367346938777,0.26785714285714285
eb05-weighted,0.9121282221586323,15,42,1.0,0.21428571428571427,0.2631578947368421
eb05-weighted,0.9054393966674072,15,43,1.0,0.2193877551020408,0.25862068965517243
eb05-weighted,0.8926981373230048,15,44,1.0,0.22448979591836735,0.2542372881355932
eb05-weighted,0.8917120081886065,15,46,1.0,0.23469387755102042,0.2459016393442623
