substance,n_recent,ebgm,eb05,as_of
Donepezil,2,1.5078221215400007,0.7288403316998939,2017-10-01
Cyclopropyl fentanyl,2,1.5078221215400007,0.7288403316998939,2017-10-01
Diazepam,9,1.1626565184494535,0.7189257124225099,2017-10-01
Pentobarbital,5,1.2880277647741079,0.7180113550186363,2017-10-01
Mirtazapine,6,1.2210229941166633,0.7027475572575203,2017-10-01
Lorazepam,7,1.171398860986468,0.6928409907186589,2017-10-01
U-47700,3,1.3488073896147306,0.691031748658092,2017-10-01
Doxepin,3,1.3488073896147306,0.691031748658092,2017-10-01
Amitriptyline,3,1.3488073896147306,0.691031748658092,2017-10-01
Acetyl fentanyl,3,1.3488073896147306,0.691031748658092,2017-10-01
Tramadol,8,1.1331698952897364,0.6862834327945564,2017-10-01
Hydrocodone,30,0.907290493279485,0.6781553195914499,2017-10-01
Cyclobenzaprine,4,1.250824270580721,0.6712422460527703,2017-10-01
Trazodone,5,1.1843983845535437,0.6602431346845364,2017-10-01
Benztropine,2,1.3048625737563038,0.6307351891800004,2017-10-01
Oxycodone,34,0.8077270630684643,0.6136192204666333,2017-10-01
Morphine,99,0.66693813220677,0.5655189592064943,2017-10-01
Codeine,9,0.9145350015068473,0.5655004010732819,2017-10-01
Mitragynine,1,1.247360539245475,0.5588494281582259,2017-10-01
Haloperidol,1,1.247360539245475,0.5588494281582259,2017-10-01
Delorazepam,1,1.247360539245475,0.5588494281582259,2017-10-01
Clozapine,1,1.247360539245475,0.5588494281582259,2017-10-01
Cerberin,1,1.247360539245475,0.5588494281582259,2017-10-01
Carfentanil,1,1.247360539245475,0.5588494281582259,2017-10-01
Brompheniramine,1,1.247360539245475,0.5588494281582259,2017-10-01
Carbon monoxide,1,1.247360539245475,0.5588494281582259,2017-10-01
Desloratadine,1,1.247360539245475,0.5588494281582259,2017-10-01
Ketamine,1,1.247360539245475,0.5588494281582259,2017-10-01
Neriifolin,1,1.247360539245475,0.5588494281582259,2017-10-01
Isosorbide Mononitrate,1,1.247360539245475,0.5588494281582259,2017-10-01
Terazosin,1,1.247360539245475,0.5588494281582259,2017-10-01
Warfarin,1,1.247360539245475,0.5588494281582259,2017-10-01
Tizanidine,1,1.247360539245475,0.5588494281582259,2017-10-01
Propofol,1,1.247360539245475,0.5588494281582259,2017-10-01
Propranolol,1,1.247360539245475,0.5588494281582259,2017-10-01
Vilazodone,1,1.247360539245475,0.5588494281582259,2017-10-01
Meperidine,1,1.247360539245475,0.5588494281582259,2017-10-01
Felodipine,1,1.247360539245475,0.5588494281582259,2017-10-01
Dipyrone,1,1.247360539245475,0.5588494281582259,2017-10-01
Olanzapine,3,1.0901469852872445,0.5585127894002493,2017-10-01
Furanyl fentanyl,2,1.1500594667098367,0.5559075644382392,2017-10-01
Duloxetine,2,1.0280912783251008,0.4969514491185001,2017-10-01
Hydroxyzine,2,1.0280912783251008,0.4969514491185001,2017-10-01
Metoprolol,2,1.0280912783251008,0.4969514491185001,2017-10-01
Venlafaxine,2,1.0280912783251008,0.4969514491185001,2017-10-01
Topiramate,1,1.0794602761097125,0.48362581550667083,2017-10-01
Phenylpropanolamine,1,1.0794602761097125,0.48362581550667083,2017-10-01
Chlorpromazine,1,1.0794602761097125,0.48362581550667083,2017-10-01
Chlordiazepoxide,1,1.0794602761097125,0.48362581550667083,2017-10-01
GHB,1,1.0794602761097125,0.48362581550667083,2017-10-01
Flurazepam,1,1.0794602761097125,0.48362581550667083,2017-10-01
Chlorcyclizine,1,1.0794602761097125,0.48362581550667083,2017-10-01
Buprenorphine,1,1.0794602761097125,0.48362581550667083,2017-10-01
MDA,1,1.0794602761097125,0.48362581550667083,2017-10-01
Fluoxetine,4,0.8454804264034079,0.4537185548447933,2017-10-01
Sertraline,2,0.929512894270914,0.4493013310401741,2017-10-01
Cannabis,1,0.9513978977138178,0.4262505942427216,2017-10-01
Acetaminophen,1,0.9513978977138178,0.4262505942427216,2017-10-01
"1,1-Difluoroethane",1,0.9513978977138178,0.4262505942427216,2017-10-01
Etizolam,1,0.9513978977138178,0.4262505942427216,2017-10-01
Promethazine,1,0.9513978977138178,0.4262505942427216,2017-10-01
Baclofen,1,0.9513978977138178,0.4262505942427216,2017-10-01
Zolpidem,3,0.787940673574853,0.40368404391289164,2017-10-01
MDMA,4,0.748461445645792,0.4016542960314768,2017-10-01
Nortriptyline,1,0.8504985256585832,0.3810450946293535,2017-10-01
Clonazepam,2,0.5561968862895642,0.26885049456609933,2017-10-01
Oxymorphone,1,0.5971699370489513,0.2675474069710121,2017-10-01
Hydromorphone,1,0.4601192926525186,0.20614521262550858,2017-10-01
Fentanyl,126,2.2387725191909955,1.9345767315366011,2018-01-01
Citalopram,9,2.102498788703116,1.3212677945229252,2018-01-01
Amphetamine,16,1.842440490920401,1.2663209729885592,2018-01-01
Methamphetamine,383,1.0608287556946299,0.9750975704306006,2018-01-01
Hydrocodone,38,1.2472541038094453,0.9633381894729737,2018-01-01
Diphenhydramine,11,1.4738223665097758,0.9560948737264369,2018-01-01
Bupropion,5,1.6349039500022597,0.9373556922831279,2018-01-01
Lamotrigine,5,1.6349039500022597,0.9373556922831279,2018-01-01
Tramadol,10,1.460738660822142,0.9334446494504219,2018-01-01
Ethanol,180,1.0171373984342467,0.8998113410248596,2018-01-01
Methadone,39,1.1568539862320335,0.8962418584797581,2018-01-01
Cocaine,145,1.0237610855297334,0.8932915818710873,2018-01-01
Dextromethorphan,3,1.6197112449579565,0.8644766346026967,2018-01-01
Pentobarbital,6,1.3883403319101866,0.8184518792590395,2018-01-01
Amitriptyline,4,1.4655446344932337,0.8132812794020916,2018-01-01
Oxycodone,42,1.0016562640321525,0.7826576134152479,2018-01-01
Olanzapine,5,1.3627271907595144,0.7813058921814099,2018-01-01
Quetiapine,12,1.1762205546696471,0.7735254810186385,2018-01-01
Alprazolam,35,1.0037905915499319,0.7677112012987507,2018-01-01
Trazodone,6,1.2892690208656457,0.7600475393134454,2018-01-01
Mirtazapine,6,1.2892690208656457,0.7600475393134454,2018-01-01
Heroin,179,0.8490023644003423,0.7508172719999315,2018-01-01
Doxylamine,4,1.3324771654114322,0.7394375499417009,2018-01-01
PCP,10,1.1289568821352634,0.7214286780746088,2018-01-01
Clozapine,2,1.4081505609985832,0.7165882086829802,2018-01-01
Donepezil,2,1.4081505609985832,0.7165882086829802,2018-01-01
Cyclopropyl fentanyl,2,1.4081505609985832,0.7165882086829802,2018-01-01
Mitragynine,2,1.4081505609985832,0.7165882086829802,2018-01-01
Methocarbamol,2,1.4081505609985832,0.7165882086829802,2018-01-01
Acetyl fentanyl,3,1.296207200604088,0.6918151874379874,2018-01-01
Cannabis,3,1.296207200604088,0.6918151874379874,2018-01-01
Gabapentin,7,1.0971406148776182,0.6625551741988809,2018-01-01
Topiramate,2,1.2519245176277423,0.6370869510267309,2018-01-01
Benztropine,2,1.2519245176277423,0.6370869510267309,2018-01-01
Metoprolol,3,1.1785151102163836,0.6290002489516154,2018-01-01
Fluoxetine,5,1.0904276494239378,0.6251856962049828,2018-01-01
Temazepam,5,1.0904276494239378,0.6251856962049828,2018-01-01
Codeine,10,0.9553616482002805,0.6104974440128615,2018-01-01
Furanyl fentanyl,2,1.1269014167697702,0.5734644362409018,2018-01-01
Acetaminophen,2,1.1269014167697702,0.5734644362409018,2018-01-01
Propofol,1,1.1966501300399668,0.5734612523936662,2018-01-01
Delorazepam,1,1.1966501300399668,0.5734612523936662,2018-01-01
Felodipine,1,1.1966501300399668,0.5734612523936662,2018-01-01
Haloperidol,1,1.1966501300399668,0.5734612523936662,2018-01-01
Dipyrone,1,1.1966501300399668,0.5734612523936662,2018-01-01
Nitrous oxide,1,1.1966501300399668,0.5734612523936662,2018-01-01
Carfentanil,1,1.1966501300399668,0.5734612523936662,2018-01-01
Desvenlafaxine,1,1.1966501300399668,0.5734612523936662,2018-01-01
Chlorpromazine,1,1.1966501300399668,0.5734612523936662,2018-01-01
Brompheniramine,1,1.1966501300399668,0.5734612523936662,2018-01-01
Desloratadine,1,1.1966501300399668,0.5734612523936662,2018-01-01
Diltiazem,1,1.1966501300399668,0.5734612523936662,2018-01-01
Ketamine,1,1.1966501300399668,0.5734612523936662,2018-01-01
Nifedipine,1,1.1966501300399668,0.5734612523936662,2018-01-01
Meperidine,1,1.1966501300399668,0.5734612523936662,2018-01-01
Propranolol,1,1.1966501300399668,0.5734612523936662,2018-01-01
Terazosin,1,1.1966501300399668,0.5734612523936662,2018-01-01
Warfarin,1,1.1966501300399668,0.5734612523936662,2018-01-01
Isosorbide Mononitrate,1,1.1966501300399668,0.5734612523936662,2018-01-01
Diazepam,7,0.8977832489439543,0.5421647223981859,2018-01-01
Morphine,95,0.6308275416084441,0.5335045632834702,2018-01-01
Doxepin,2,1.0245818313372175,0.521395424255207,2018-01-01
Duloxetine,2,1.0245818313372175,0.521395424255207,2018-01-01
U-47700,2,1.0245818313372175,0.521395424255207,2018-01-01
Hydroxyzine,2,1.0245818313372175,0.521395424255207,2018-01-01
Lorazepam,5,0.9088263685584576,0.5210664332079549,2018-01-01
Tapentadol,1,1.063888818648113,0.5098390908370088,2018-01-01
Promethazine,1,1.063888818648113,0.5098390908370088,2018-01-01
Flurazepam,1,1.063888818648113,0.5098390908370088,2018-01-01
Hydroxychloroquine,1,1.063888818648113,0.5098390908370088,2018-01-01
MDA,1,1.063888818648113,0.5098390908370088,2018-01-01
Chlordiazepoxide,1,1.063888818648113,0.5098390908370088,2018-01-01
GHB,1,1.063888818648113,0.5098390908370088,2018-01-01
Etizolam,1,1.063888818648113,0.5098390908370088,2018-01-01
Chlorcyclizine,1,1.063888818648113,0.5098390908370088,2018-01-01
Cyclobenzaprine,3,0.926220263546557,0.4943447659723658,2018-01-01
"1,1-Difluoroethane",1,0.9576438516372007,0.45892414893952477,2018-01-01
Baclofen,1,0.9576438516372007,0.45892414893952477,2018-01-01
Carisoprodol,2,0.867117929451417,0.4412642376407866,2018-01-01
Nortriptyline,1,0.870692393032752,0.41725508369060543,2018-01-01
Venlafaxine,1,0.870692393032752,0.41725508369060543,2018-01-01
MDMA,4,0.7332682722487727,0.4069158622423359,2018-01-01
Hydromorphone,3,0.6826517349462754,0.3643467169034606,2018-01-01
Zolpidem,2,0.704670845066886,0.35859717885530124,2018-01-01
Sertraline,1,0.736879146149109,0.3531288113421507,2018-01-01
Clonazepam,2,0.5934862936363734,0.3020169091387508,2018-01-01
Fentanyl,154,2.1850696983311715,1.9147303528425617,2018-04-01
Amphetamine,18,1.9080755326618537,1.3416112103966118,2018-04-01
Citalopram,9,1.9315125490987652,1.2276281840349064,2018-04-01
Methamphetamine,422,1.0985295910728972,1.0138380162551242,2018-04-01
Hydrocodone,40,1.2926797534163483,1.006330562162636,2018-04-01
Cocaine,161,1.096836881168156,0.9638733720379008,2018-04-01
Tramadol,11,1.404235601043016,0.9193916289538158,2018-04-01
Pentobarbital,8,1.4450290560574643,0.9026373828112485,2018-04-01
Bupropion,5,1.3918391502555572,0.8132734623835308,2018-04-01
Dextromethorphan,3,1.482803717132871,0.8128329110239778,2018-04-01
Ethanol,177,0.9184501048373377,0.8118643209923039,2018-04-01
Quetiapine,13,1.202998907535925,0.8072420727769264,2018-04-01
Heroin,189,0.8924504895577927,0.7919768470157911,2018-04-01
Codeine,12,1.1840542112557275,0.7852483096983127,2018-04-01
PCP,12,1.1840542112557275,0.7852483096983127,2018-04-01
Metoprolol,4,1.3678693350451283,0.7761901408628757,2018-04-01
Lorazepam,7,1.254670415415531,0.7686248669641632,2018-04-01
Methadone,37,0.9871018074989677,0.7616086066798199,2018-04-01
Alprazolam,35,0.9404427221224416,0.7208996472244399,2018-04-01
Oxycodone,38,0.8972264157741242,0.6944013893194568,2018-04-01
Clozapine,2,1.3045796951201911,0.6860168375257405,2018-04-01
Cyclopropyl fentanyl,2,1.3045796951201911,0.6860168375257405,2018-04-01
Methocarbamol,2,1.3045796951201911,0.6860168375257405,2018-04-01
Ketamine,2,1.3045796951201911,0.6860168375257405,2018-04-01
Mitragynine,2,1.3045796951201911,0.6860168375257405,2018-04-01
Diltiazem,2,1.3045796951201911,0.6860168375257405,2018-04-01
Acetaminophen,2,1.3045796951201911,0.6860168375257405,2018-04-01
Gabapentin,8,1.089655384585663,0.6806532231207079,2018-04-01
Acetyl fentanyl,3,1.2210813939427565,0.6693638089570344,2018-04-01
Cannabis,3,1.2210813939427565,0.6693638089570344,2018-04-01
Olanzapine,4,1.162654891744387,0.6597423021901534,2018-04-01
Amitriptyline,4,1.162654891744387,0.6597423021901534,2018-04-01
Trazodone,6,1.0862833290072358,0.650960547148192,2018-04-01
Benztropine,2,1.1783030174629512,0.6196138976488508,2018-04-01
GHB,2,1.1783030174629512,0.6196138976488508,2018-04-01
Topiramate,2,1.1783030174629512,0.6196138976488508,2018-04-01
Donepezil,2,1.1783030174629512,0.6196138976488508,2018-04-01
Etizolam,2,1.1783030174629512,0.6196138976488508,2018-04-01
MDMA,7,1.0078231536837716,0.6174035251855701,2018-04-01
Hydromorphone,7,1.0078231536837716,0.6174035251855701,2018-04-01
Doxylamine,4,1.0815269148059503,0.6137066654268747,2018-04-01
Morphine,99,0.7046946219485942,0.5982743245061838,2018-04-01
Diphenhydramine,8,0.9495435533301785,0.5931323693806484,2018-04-01
Cyclobenzaprine,4,1.010982374587612,0.5736765432461093,2018-04-01
Anabasine,1,1.1263937860127167,0.5626984032101398,2018-04-01
4-ANPP,1,1.1263937860127167,0.5626984032101398,2018-04-01
Terazosin,1,1.1263937860127167,0.5626984032101398,2018-04-01
Propranolol,1,1.1263937860127167,0.5626984032101398,2018-04-01
Meperidine,1,1.1263937860127167,0.5626984032101398,2018-04-01
Nitrous oxide,1,1.1263937860127167,0.5626984032101398,2018-04-01
Desvenlafaxine,1,1.1263937860127167,0.5626984032101398,2018-04-01
Delorazepam,1,1.1263937860127167,0.5626984032101398,2018-04-01
Brompheniramine,1,1.1263937860127167,0.5626984032101398,2018-04-01
Chlorpromazine,1,1.1263937860127167,0.5626984032101398,2018-04-01
Diclazepam,1,1.1263937860127167,0.5626984032101398,2018-04-01
Desloratadine,1,1.1263937860127167,0.5626984032101398,2018-04-01
Haloperidol,1,1.1263937860127167,0.5626984032101398,2018-04-01
Dipyrone,1,1.1263937860127167,0.5626984032101398,2018-04-01
Nifedipine,1,1.1263937860127167,0.5626984032101398,2018-04-01
Metoclopramide,1,1.1263937860127167,0.5626984032101398,2018-04-01
Promethazine,1,1.1263937860127167,0.5626984032101398,2018-04-01
Warfarin,1,1.1263937860127167,0.5626984032101398,2018-04-01
Propofol,1,1.1263937860127167,0.5626984032101398,2018-04-01
Isosorbide Mononitrate,1,1.1263937860127167,0.5626984032101398,2018-04-01
Fluoxetine,4,0.9490771112698754,0.5385487325527272,2018-04-01
Venlafaxine,2,0.9871925785994422,0.5191179452913967,2018-04-01
Duloxetine,2,0.9871925785994422,0.5191179452913967,2018-04-01
Tizanidine,1,1.017364597866153,0.5082320604131486,2018-04-01
MDA,1,1.017364597866153,0.5082320604131486,2018-04-01
Oxazepam,1,1.017364597866153,0.5082320604131486,2018-04-01
Tapentadol,1,1.017364597866153,0.5082320604131486,2018-04-01
Paroxetine,1,1.017364597866153,0.5082320604131486,2018-04-01
Diazepam,8,0.8105747145237159,0.50632548586038,2018-04-01
Temazepam,4,0.8455289335915084,0.4797908727490977,2018-04-01
"1,1-Difluoroethane",1,0.9275796104776145,0.4633793014019206,2018-04-01
Baclofen,1,0.9275796104776145,0.4633793014019206,2018-04-01
Chlorcyclizine,1,0.9275796104776145,0.4633793014019206,2018-04-01
Lamotrigine,2,0.84942351691296,0.4466717035166911,2018-04-01
Carisoprodol,2,0.84942351691296,0.4466717035166911,2018-04-01
Sertraline,2,0.84942351691296,0.4466717035166911,2018-04-01
Hydroxyzine,1,0.8523569623930383,0.4258012674247769,2018-04-01
Nortriptyline,1,0.8523569623930383,0.4258012674247769,2018-04-01
Furanyl fentanyl,1,0.8523569623930383,0.4258012674247769,2018-04-01
Doxepin,1,0.7884195836355755,0.393860873772907,2018-04-01
U-47700,1,0.7884195836355755,0.393860873772907,2018-04-01
Clonazepam,2,0.6640723874651115,0.34920429992972774,2018-04-01
Oxymorphone,1,0.6855674099812848,0.3424803045611129,2018-04-01
Mirtazapine,2,0.6297198855342344,0.3311399418656954,2018-04-01
Zolpidem,1,0.5437096473658145,0.27161420293847205,2018-04-01
Fentanyl,185,2.09440774769129,1.8557016181111863,2018-07-01
Amphetamine,19,1.6460940786669203,1.1578714151218135,2018-07-01
Citalopram,9,1.8117296101711498,1.1327673710306998,2018-07-01
Methamphetamine,468,1.1244564954780194,1.041875536636469,2018-07-01
Cocaine,176,1.1600390139819674,1.0247274616615347,2018-07-01
Hydrocodone,38,1.2013563506797518,0.9270692000725331,2018-07-01
Olanzapine,6,1.5340186961246562,0.8976038310231426,2018-07-01
Gabapentin,10,1.3712784908932147,0.8722934000894107,2018-07-01
Cannabis,5,1.5260375671481634,0.8673561055973547,2018-07-01
Diphenhydramine,12,1.2632505136286698,0.8276583301740611,2018-07-01
Bupropion,6,1.4051494533980775,0.8221982794059097,2018-07-01
Codeine,13,1.223388536923339,0.8118480045125318,2018-07-01
Heroin,204,0.9065508429717661,0.8078309657019844,2018-07-01
Mitragynine,3,1.5040871806379978,0.7927969958314183,2018-07-01
Hydromorphone,8,1.2546093914553123,0.7694066602940228,2018-07-01
Hydroxyzine,4,1.3631792563263194,0.7487096935254758,2018-07-01
MDMA,10,1.1645913495862033,0.7408162198938575,2018-07-01
Ethanol,167,0.8356942930835054,0.7358160648015334,2018-07-01
Quetiapine,13,1.081703452206535,0.7178249285845819,2018-07-01
Tramadol,10,1.108879094763692,0.7053767139812979,2018-07-01
Methadone,35,0.921873338509002,0.7043642008637587,2018-07-01
PCP,13,1.04149693377028,0.6911436406897655,2018-07-01
Doxylamine,4,1.2381591895721922,0.6800439363041745,2018-07-01
Cyclobenzaprine,5,1.1712464214744187,0.6657029660962839,2018-07-01
Trazodone,6,1.122303382419971,0.656695917836803,2018-07-01
Methocarbamol,2,1.3000899950109848,0.6513897107353724,2018-07-01
Diltiazem,2,1.3000899950109848,0.6513897107353724,2018-07-01
Ketamine,2,1.3000899950109848,0.6513897107353724,2018-07-01
Morphine,106,0.754950948669406,0.6439105400464139,2018-07-01
Amitriptyline,4,1.1341443965724616,0.6229150712429373,2018-07-01
Oxycodone,35,0.8050380659335266,0.6150953393372675,2018-07-01
Alprazolam,32,0.7833974662860487,0.591918747827234,2018-07-01
Diazepam,9,0.9416064445439506,0.5887308187400294,2018-07-01
Fluoxetine,6,0.9895153574622637,0.5789973603047838,2018-07-01
Topiramate,2,1.1540729027798171,0.5782301357552752,2018-07-01
Dextromethorphan,2,1.1540729027798171,0.5782301357552752,2018-07-01
Etizolam,2,1.1540729027798171,0.5782301357552752,2018-07-01
Paroxetine,2,1.1540729027798171,0.5782301357552752,2018-07-01
Pentobarbital,5,1.0140709942579684,0.5763689487818695,2018-07-01
Metoprolol,3,1.090258084747524,0.5746697035886676,2018-07-01
GHB,2,1.0375432411984862,0.5198447756334073,2018-07-01
4-ANPP,1,1.0961590398772498,0.5148693388368558,2018-07-01
Delorazepam,1,1.0961590398772498,0.5148693388368558,2018-07-01
Desvenlafaxine,1,1.0961590398772498,0.5148693388368558,2018-07-01
Valproic Acid,1,1.0961590398772498,0.5148693388368558,2018-07-01
Promethazine,1,1.0961590398772498,0.5148693388368558,2018-07-01
Propranolol,1,1.0961590398772498,0.5148693388368558,2018-07-01
Memantine,1,1.0961590398772498,0.5148693388368558,2018-07-01
Nifedipine,1,1.0961590398772498,0.5148693388368558,2018-07-01
Metoclopramide,1,1.0961590398772498,0.5148693388368558,2018-07-01
Nitrous oxide,1,1.0961590398772498,0.5148693388368558,2018-07-01
Anabasine,1,1.0961590398772498,0.5148693388368558,2018-07-01
Diclazepam,1,1.0961590398772498,0.5148693388368558,2018-07-01
Fluvoxamine,1,1.0961590398772498,0.5148693388368558,2018-07-01
Lorazepam,5,0.8940887447132324,0.5081744698606123,2018-07-01
Sertraline,3,0.9212740774968556,0.4855990599341835,2018-07-01
Duloxetine,2,0.9423879454639411,0.4721687064371817,2018-07-01
Carisoprodol,2,0.9423879454639411,0.4721687064371817,2018-07-01
Tapentadol,1,0.9730460582836702,0.4570427852717649,2018-07-01
Tizanidine,1,0.9730460582836702,0.4570427852717649,2018-07-01
Clozapine,1,0.9730460582836702,0.4570427852717649,2018-07-01
Cyclopropyl fentanyl,1,0.9730460582836702,0.4570427852717649,2018-07-01
Chlorcyclizine,1,0.9730460582836702,0.4570427852717649,2018-07-01
Oxazepam,1,0.9730460582836702,0.4570427852717649,2018-07-01
Baclofen,1,0.9730460582836702,0.4570427852717649,2018-07-01
Acetaminophen,1,0.9730460582836702,0.4570427852717649,2018-07-01
Lamotrigine,2,0.8632201874741613,0.43250294239436643,2018-07-01
Venlafaxine,2,0.8632201874741613,0.43250294239436643,2018-07-01
Buprenorphine,1,0.8747951353118854,0.4108940186144572,2018-07-01
Donepezil,1,0.8747951353118854,0.4108940186144572,2018-07-01
Nortriptyline,1,0.7945658142557429,0.3732100548968094,2018-07-01
Furanyl fentanyl,1,0.7945658142557429,0.3732100548968094,2018-07-01
Acetyl fentanyl,1,0.7945658142557429,0.3732100548968094,2018-07-01
Temazepam,3,0.7032685593601152,0.3706894176751708,2018-07-01
Oxymorphone,1,0.6714124827687133,0.31536454886021853,2018-07-01
Zolpidem,2,0.6078852539930865,0.3045713768111179,2018-07-01
Clonazepam,1,0.5125329161286022,0.24073831812654642,2018-07-01
Mirtazapine,1,0.4583071973813688,0.21526832796666256,2018-07-01
Fentanyl,220,1.9376782909333619,1.735102519215481,2018-10-01
Methamphetamine,513,1.1163822586940264,1.0381240372382872,2018-10-01
Cocaine,188,1.101601991077732,0.9777695158727767,2018-10-01
MDMA,14,1.234643968682961,0.8508170595544735,2018-10-01
PCP,17,1.1474561936750274,0.8106236590401352,2018-10-01
Heroin,215,0.8838419465828002,0.7904508819832038,2018-10-01
Hydromorphone,9,1.1627979123620338,0.7573601254219995,2018-10-01
Ethanol,181,0.8547015995473365,0.7569359058906912,2018-10-01
Methadone,37,0.9119345969037966,0.7070950103035305,2018-10-01
Trazodone,8,1.0898212293274163,0.6995151062610647,2018-10-01
Morphine,119,0.8065249433795306,0.6950243556880533,2018-10-01
Hydrocodone,31,0.9102868315105005,0.6919315057596853,2018-10-01
Amphetamine,14,0.9732647107416833,0.670695553022226,2018-10-01
Fluoxetine,8,1.0404298522679756,0.6678126458552995,2018-10-01
Carisoprodol,4,1.1157355643358124,0.6624898232128663,2018-10-01
Sertraline,5,1.0750419239966689,0.6532957506875919,2018-10-01
Codeine,13,0.9556721602365106,0.6523280806473579,2018-10-01
Tramadol,10,0.9618188179871768,0.6348414404558999,2018-10-01
Mitragynine,3,1.0857889126599316,0.6277395402390293,2018-10-01
Amitriptyline,4,1.0462842808634576,0.6212517646797974,2018-10-01
Cannabis,4,1.0462842808634576,0.6212517646797974,2018-10-01
Olanzapine,5,1.0155323016229607,0.6171321531999397,2018-10-01
Diphenhydramine,10,0.8956348519340336,0.5911572001826744,2018-10-01
Nitrous oxide,2,1.0512680366854796,0.5891512091602237,2018-10-01
Methocarbamol,2,1.0512680366854796,0.5891512091602237,2018-10-01
Diltiazem,2,1.0512680366854796,0.5891512091602237,2018-10-01
GHB,3,1.0137153520191726,0.5860708297811339,2018-10-01
Hydroxyzine,3,1.0137153520191726,0.5860708297811339,2018-10-01
Pentobarbital,6,0.9438737728487822,0.5853968077127913,2018-10-01
Zolpidem,6,0.9438737728487822,0.5853968077127913,2018-10-01
Cyclobenzaprine,4,0.9849726097819719,0.5848467602737233,2018-10-01
Oxycodone,34,0.7575991570071497,0.5819420974556457,2018-10-01
Paroxetine,2,0.9765245394692028,0.5472634885930969,2018-10-01
Citalopram,6,0.8620291283110972,0.5346362134268172,2018-10-01
Diazepam,9,0.8147128391473464,0.5306433830674412,2018-10-01
Alprazolam,32,0.6954628256362382,0.5305624683228304,2018-10-01
Bupropion,4,0.8816448266696204,0.5234938672091115,2018-10-01
Oxymorphone,3,0.8949090517238844,0.5173839870115187,2018-10-01
Doxylamine,3,0.8949090517238844,0.5173839870115187,2018-10-01
Buspirone,1,0.9336543253159858,0.5042441048949863,2018-10-01
4-ANPP,1,0.9336543253159858,0.5042441048949863,2018-10-01
Anabasine,1,0.9336543253159858,0.5042441048949863,2018-10-01
Diclazepam,1,0.9336543253159858,0.5042441048949863,2018-10-01
Chloroethane,1,0.9336543253159858,0.5042441048949863,2018-10-01
Fluvoxamine,1,0.9336543253159858,0.5042441048949863,2018-10-01
Memantine,1,0.9336543253159858,0.5042441048949863,2018-10-01
Desvenlafaxine,1,0.9336543253159858,0.5042441048949863,2018-10-01
Metoclopramide,1,0.9336543253159858,0.5042441048949863,2018-10-01
Valproic Acid,1,0.9336543253159858,0.5042441048949863,2018-10-01
Labetalol,1,0.9336543253159858,0.5042441048949863,2018-10-01
Loperamide,1,0.9336543253159858,0.5042441048949863,2018-10-01
Nifedipine,1,0.9336543253159858,0.5042441048949863,2018-10-01
Metoprolol,2,0.8549529327619098,0.4791323777900188,2018-10-01
Tizanidine,1,0.867272977239198,0.46839314535342996,2018-10-01
Acetaminophen,1,0.867272977239198,0.46839314535342996,2018-10-01
Chlorcyclizine,1,0.867272977239198,0.46839314535342996,2018-10-01
Clozapine,1,0.867272977239198,0.46839314535342996,2018-10-01
Ketamine,1,0.867272977239198,0.46839314535342996,2018-10-01
Oxazepam,1,0.867272977239198,0.46839314535342996,2018-10-01
Quetiapine,10,0.7023237260734083,0.4635636125937618,2018-10-01
Venlafaxine,2,0.8048531711938675,0.4510554896164638,2018-10-01
Pseudoephedrine,1,0.809704281530184,0.4373016860727812,2018-10-01
Nortriptyline,1,0.809704281530184,0.4373016860727812,2018-10-01
Etizolam,1,0.809704281530184,0.4373016860727812,2018-10-01
Dextromethorphan,1,0.809704281530184,0.4373016860727812,2018-10-01
Donepezil,1,0.809704281530184,0.4373016860727812,2018-10-01
Topiramate,1,0.809704281530184,0.4373016860727812,2018-10-01
Buprenorphine,1,0.809704281530184,0.4373016860727812,2018-10-01
Gabapentin,5,0.6778346355026003,0.4119155515316382,2018-10-01
"1,1-Difluoroethane",1,0.7593025524979035,0.41008093204002877,2018-10-01
Clonazepam,2,0.6845163504234392,0.38361637705015444,2018-10-01
Mirtazapine,3,0.6621125210686176,0.3827946709677769,2018-10-01
Lorazepam,3,0.6345990265495626,0.36688798026723357,2018-10-01
Temazepam,2,0.5707384878620566,0.31985303319823905,2018-10-01
Fentanyl,246,1.7497865239374006,1.5760692385632509,2019-01-01
Methamphetamine,556,1.1559671595255894,1.0779946583206992,2019-01-01
Cocaine,201,1.0896336139451228,0.9708250017213865,2019-01-01
MDMA,13,1.306542142211808,0.8907213154445109,2019-01-01
Heroin,232,0.9242204332258925,0.8299263838627522,2019-01-01
Hydromorphone,9,1.26665681255028,0.8235642504664242,2019-01-01
Hydroxyzine,6,1.3070166749124768,0.8086688631337988,2019-01-01
Ethanol,189,0.8732981353240011,0.7753388543203247,2019-01-01
Sertraline,6,1.2233610780346864,0.7569100158899621,2019-01-01
PCP,17,1.0566382696915722,0.745765712362318,2019-01-01
Zolpidem,9,1.14382222180725,0.7436987520502003,2019-01-01
Diphenhydramine,13,1.032670111909872,0.7040119493914313,2019-01-01
GHB,4,1.1839248411217542,0.7007874639506217,2019-01-01
Fluoxetine,8,1.02191932894788,0.6546651751859281,2019-01-01
Tramadol,11,0.9620111918100838,0.6417904402141835,2019-01-01
Morphine,109,0.7397833688029125,0.6334018754750644,2019-01-01
Trazodone,7,0.9991193632886857,0.6296257663312641,2019-01-01
