substance,n,cluster_pct,county_pct,ratio
Heroin,12,7.6923076923076925,5.254041570438799,1.4640743871513102
PCP,10,6.41025641025641,4.445727482678984,1.441891441891442
Methamphetamine,109,69.87179487179486,60.28675904541956,1.1589907299404505
Fentanyl,83,53.205128205128204,60.03656658968437,0.886212040884264
Ethanol,18,11.538461538461538,13.712471131639722,0.8414574898785426
Cocaine,22,14.102564102564102,18.99538106235566,0.7424206998675085
