quarter,observed,estimated,se,completeness,lo,hi,curve_transfers
2024Q2,728,728.0,0.0,1.0,728.0,728.0,False
2024Q3,683,683.0,0.0,1.0,683.0,683.0,False
2024Q4,714,714.0,0.0,1.0,714.0,714.0,False
2025Q1,681,681.0,0.0,1.0,681.0,681.0,False
2025Q2,628,628.8544217687074,1.2656368058174745,0.9986413043478262,626.3737736293052,631.3350699081096,False
2025Q3,602,649.5381349782292,9.678980846164189,0.9268124034321363,630.5673325197474,668.508937436711,False
2025Q4,560,689.5501454353597,17.504098525713683,0.81212367759916,655.2421123249609,723.8581785457585,False
2026Q1,270,348.03183427998664,13.66400247081286,0.7757911012898575,321.25038943719346,374.8132791227798,False
