substance,n_recent,n_baseline,expected,share_recent_pct,share_baseline_pct,count_ratio,ebgm,eb05,eb95,n_total,first_seen,last_seen,date_added,date_added_censored,category
Heroin,105,257,100.76871243853579,4.876915931258709,4.680386086323074,0.8171206225680934,1.0318667927696874,0.8809941521447482,1.2024571548424048,2580,2012-01-01,2025-10-01,1998-10-01,True,Heroin
Morphine,29,60,23.525769440903296,1.3469577333952625,1.092697140775815,0.9666666666666667,1.1511111297944412,0.8676899136002022,1.5031777645445838,1124,2012-01-01,2025-07-01,1998-10-01,True,Narcotic Analgesics
Chlordiazepoxide,6,5,1.9604807867419414,0.2786809103576405,0.09105809506465125,2.4,1.3431905078005524,0.830452884143408,2.0795191644802764,30,2012-10-01,2025-10-01,1998-10-01,True,Benzodiazepines
Amphetamine,25,54,21.173192496812966,1.1611704598235022,0.9834274266982335,0.9259259259259259,1.1061327437299324,0.8191301538034927,1.467386098558759,189,2013-01-01,2025-10-01,1998-10-01,True,Phenethylamines (Amphetamines) (S)
Mitragynine,18,36,14.115461664541977,0.8360427310729215,0.655618284465489,1.0,1.1433938663577738,0.8127022196864392,1.5724685324919636,86,2017-10-01,2025-10-01,2011-04-01,False,Narcotic Analgesics
Nitrous oxide,4,1,0.39209615734838826,0.18578727357176034,0.01821161901293025,8.0,1.356699245913717,0.8023072518092399,2.1785915791692174,10,2018-01-01,2025-10-01,,False,Supplement
Fentanyl,1101,3360,1317.4430886905845,51.137947050627034,61.19103988344564,0.6553571428571429,0.8360568193402669,0.7955403663215637,0.8781860381448877,9957,2012-01-01,2025-10-01,1998-10-01,True,Fentanyl and Fentanyl-related
Ketamine,19,40,15.683846293935531,0.8824895494658616,0.72846476051721,0.95,1.1092429042759422,0.7938756159549895,1.5163607341866125,92,2013-01-01,2025-10-01,1998-10-01,True,Depressants and Tranquilizers
Lorazepam,12,23,9.01821161901293,0.557361820715281,0.4188672372973957,1.0434782608695652,1.133052857378474,0.7641590788392277,1.6304910321848554,104,2013-07-01,2025-10-01,1998-10-01,True,Benzodiazepines
Codeine,16,35,13.72336550719359,0.7431490942870413,0.6374066654525588,0.9142857142857143,1.0704495856324334,0.7494280499113168,1.4916436913051563,135,2012-01-01,2025-10-01,1998-10-01,True,Narcotic Analgesics
Hydrocodone,30,77,30.191404115825897,1.3934045517882026,1.4022946639956293,0.7792207792207793,0.9742895227506911,0.7373242892846558,1.2677783408654961,419,2012-01-01,2025-10-01,1998-10-01,True,Narcotic Analgesics
Trazodone,11,22,8.626115461664542,0.5109150023223409,0.4006556182844655,1.0,1.0986983922770701,0.7326611534074451,1.5963697547311528,93,2012-10-01,2025-10-01,1999-11-01,False,Antidepressants
Diazepam,16,38,14.899653979238755,0.7431490942870413,0.6920415224913494,0.8421052631578947,1.0143533619708331,0.7101547538398679,1.4134750608026438,171,2013-01-01,2025-10-01,1998-10-01,True,Benzodiazepines
Bupropion,7,12,4.705153888180659,0.3251277287505806,0.218539428155163,1.1666666666666667,1.1238891483847544,0.7077996872589155,1.7135474165155853,53,2012-04-01,2025-07-01,1999-11-01,False,Antidepressants
Acetyl fentanyl,28,80,31.367692587871062,1.3005109150023224,1.45692952103442,0.7,0.8934459699941228,0.6706831334166103,1.1710180122326095,173,2015-07-01,2025-10-01,2014-02-01,False,Fentanyl and Fentanyl-related
Buprenorphine,4,5,1.9604807867419414,0.18578727357176034,0.09105809506465125,1.6,1.1328874710927628,0.6699523393111397,1.819193982824671,20,2014-10-01,2025-10-01,1998-10-01,True,Narcotic Analgesics
Naloxone,2,0,0.0,0.09289363678588017,0.0,,1.1622886259810414,0.6477716934848563,1.9578020965848009,2,2025-07-01,2025-10-01,1998-10-01,True,Narcotics
Carisoprodol,2,0,0.0,0.09289363678588017,0.0,,1.1622886259810414,0.6477716934848563,1.9578020965848009,25,2012-01-01,2025-01-01,1998-10-01,True,Depressants and Tranquilizers
Nicotine,2,1,0.39209615734838826,0.09289363678588017,0.01821161901293025,4.0,1.1048835687991252,0.6157784602430372,1.8611068878448338,3,2024-04-01,2025-04-01,,False,Supplement
