as_of,node,level,n_leaves,window_q,observed,expected,n_study,llr,p_value,obs_exp,recurrence_interval
2021-07-01,Fentanyl analogs,family,8,3.0,49,20.119162087912088,59,30.038067998311277,0.0001,2.4354891016778466,10000.0
2021-07-01,PCP,substance,1,5.0,117,88.63083791208793,158,10.929522944179926,0.0005,1.320082295916588,2000.0
2021-07-01,Dissociatives,family,4,5.0,128,98.72802197802199,176,10.382407497928973,0.0011,1.2964910816150486,909.090909090909
2021-07-01,Phenethylamines (Amphetamines) (S),category,4,5.0,1864,1751.8614354395606,3123,8.230852272837737,0.0127,1.06401109259666,78.74015748031496
2021-07-01,Methamphetamine,substance,1,5.0,1840,1728.8622939560441,3082,8.19240552587955,0.0133,1.0642837237138456,75.18796992481204
2021-07-01,Opioids,superclass,29,3.0,1606,1484.7259615384617,4354,7.423099867693381,0.0239,1.081681092405682,41.84100418410041
2021-07-01,Buprenorphine,substance,1,2.0,5,1.1804601648351647,5,7.217667898879252,0.0305,4.235636363636364,32.78688524590164
2021-07-01,Stimulants,superclass,11,1.0,556,489.9364697802198,4190,4.859650008495123,0.3143,1.1348410136714575,3.1816735602927135
2021-07-01,root,root,211,6.0,7123,6978.25,10712,4.3338143734360415,0.4656,1.0207430229642103,2.147766323024055
2021-07-01,Lamotrigine,substance,1,6.0,8,5.211538461538462,8,3.4285315150524984,0.8352,1.5350553505535054,1.1973180076628351
2021-07-01,Flualprazolam,substance,1,6.0,24,18.240384615384617,28,3.018143704444801,0.9338,1.3157617290458619,1.0708931248661384
2021-07-01,Designer benzodiazepines,family,8,6.0,60,50.16105769230769,77,2.983445265733507,0.9445,1.1961470264053289,1.0587612493382743
2021-07-01,Flubromazolam,substance,1,2.0,4,1.4165521978021978,6,2.4936652274754847,0.989,2.823757575757576,1.0111223458038423
2021-07-01,Cutting agents and adulterants,family,5,2.0,3,0.9443681318681318,4,2.350568119922798,0.9956,3.176727272727273,1.004419445560466
2021-07-01,Chlorcyclizine,substance,1,2.0,3,0.9443681318681318,4,2.350568119922798,0.9956,3.176727272727273,1.004419445560466
2021-07-01,Cocaine,substance,1,1.0,146,123.82881181318682,1059,2.1408905496432666,0.9984,1.1790470881708979,1.001602564102564
2021-07-01,Aripiprazole,substance,1,5.0,3,1.6828640109890112,3,1.7343455348263546,1.0,1.7826752372206915,1.0
2021-07-01,MDA,substance,1,6.0,4,2.605769230769231,4,1.7142657575262492,1.0,1.5350553505535054,1.0
2021-07-01,Depressants and Tranquilizers,category,21,5.0,148,134.6291208791209,240,1.52971093014051,1.0,1.099316396286093,1.0
2021-07-01,Mirtazapine,substance,1,2.0,4,1.8887362637362637,8,1.3061887109057595,1.0,2.117818181818182,1.0
2021-07-01,Amphetamine,substance,1,3.0,18,13.981112637362639,41,0.8439952946142246,1.0,1.2874511826689263,1.0
2021-07-01,Mitragynine,substance,1,1.0,3,1.4031593406593408,12,0.8096758126697798,1.0,2.1380323054331862,1.0
2021-07-01,Acetaminophen,substance,1,4.0,3,1.7726648351648353,4,0.7775790755676942,1.0,1.692367299496319,1.0
2021-07-01,Gabapentin,substance,1,6.0,17,14.33173076923077,22,0.7642694959332319,1.0,1.186179134518618,1.0
2021-07-01,Alprazolam,substance,1,3.0,109,99.5728021978022,292,0.6676042407258986,1.0,1.0946764336657975,1.0
2021-07-01,Depressants,superclass,40,6.0,510,495.7475961538462,761,0.5928875683139871,1.0,1.0287493150884202,1.0
2021-07-01,Clonazepam,substance,1,1.0,8,5.495707417582418,47,0.5766205419008426,1.0,1.4556815696566376,1.0
2021-07-01,Lorazepam,substance,1,1.0,5,3.2740384615384617,28,0.4527987766072108,1.0,1.527165932452276,1.0
2021-07-01,Ketamine,substance,1,2.0,4,2.5970123626373627,11,0.448990519681441,1.0,1.5402314049586776,1.0
2021-07-01,Gabapentinoids,family,2,6.0,17,14.983173076923077,23,0.4081552744842558,1.0,1.1346061286699824,1.0
2021-07-01,Acetyl fentanyl,substance,1,1.0,3,1.870879120879121,16,0.3338594816697096,1.0,1.60352422907489,1.0
2021-07-01,Oxymorphone,substance,1,3.0,3,2.0460164835164836,6,0.31981889238117,1.0,1.4662638469284994,1.0
2021-07-01,Etizolam,substance,1,6.0,29,26.709134615384617,41,0.28984908834070344,1.0,1.085770857708577,1.0
2021-07-01,Dextromethorphan,substance,1,4.0,4,3.1021634615384617,7,0.23135027843594225,1.0,1.2894227043781479,1.0
2021-07-01,Olanzapine,substance,1,5.0,18,16.26768543956044,29,0.21271254270211348,1.0,1.106488078274912,1.0
2021-07-01,Hydroxyzine,substance,1,2.0,5,4.01356456043956,17,0.15080591839584523,1.0,1.2457754010695188,1.0
2021-07-01,Hallucinogens,superclass,8,3.0,23,21.14217032967033,62,0.12222905291945918,1.0,1.087873176753403,1.0
2021-07-01,Other,category,11,2.0,3,2.3609203296703294,10,0.10711343227197745,1.0,1.2706909090909093,1.0
2021-07-01,Benzodiazepines,category,19,6.0,344,339.4014423076923,521,0.08973485357203348,1.0,1.0135490222464605,1.0
2021-07-01,MDMA,substance,1,3.0,22,20.460164835164836,60,0.08692341186776309,1.0,1.0752601544142328,1.0
2021-07-01,Paroxetine,substance,1,5.0,5,4.487637362637363,8,0.06752782986940753,1.0,1.1141720232629322,1.0
2021-07-01,Duloxetine,substance,1,6.0,5,4.560096153846154,7,0.0628481124923887,1.0,1.096468107538218,1.0
2021-07-01,Doxylamine,substance,1,4.0,4,3.5453296703296706,8,0.052018050428885465,1.0,1.1282448663308795,1.0
2021-07-01,Prescription benzodiazepines,family,11,1.0,54,51.916895604395606,444,0.04678657368768091,1.0,1.0401238242647934,1.0
2021-07-01,Amitriptyline,substance,1,5.0,7,6.731456043956045,12,0.01225012895652966,1.0,1.0398938883787368,1.0
2021-07-01,Temazepam,substance,1,6.0,8,7.8173076923076925,12,0.006167566877500419,1.0,1.023370233702337,1.0
2021-07-01,Citalopram,substance,1,6.0,23,22.80048076923077,35,0.002510931561168356,1.0,1.0087506589351607,1.0
2021-07-01,Tramadol,substance,1,2.0,7,6.846668956043956,29,0.0022361056439081373,1.0,1.0223949843260187,1.0
2021-10-01,Fentanyl and Fentanyl-related,category,9,5.0,2018,1707.5990376904572,3246,60.30551289944884,0.0001,1.1817762574575839,10000.0
2021-10-01,Fentanyl,substance,1,6.0,2295,2018.9388933440257,3174,54.05329733717625,0.0001,1.1367357415155475,10000.0
2021-10-01,para-Fluorofentanyl,substance,1,4.0,52,22.392943063352043,52,43.809888260900934,0.0001,2.3221601489757915,10000.0
2021-10-01,Fentanyl analogs,family,8,4.0,62,31.0056134723336,72,28.85539876263956,0.0001,1.9996379060624871,10000.0
2021-10-01,PCP,substance,1,6.0,153,120.22036888532479,189,13.584059353487312,0.0003,1.2726628725115865,3333.3333333333335
2021-10-01,Dissociatives,family,4,6.0,166,132.942101042502,209,12.341623374448208,0.0003,1.248663882233434,3333.3333333333335
2021-10-01,Methamphetamine,substance,1,6.0,2271,2145.520128307939,3373,10.24388739385411,0.0017,1.058484593100052,588.2352941176471
2021-10-01,Phenethylamines (Amphetamines) (S),category,4,6.0,2298,2173.507939053729,3417,9.949880988404345,0.0023,1.0572770214957075,434.7826086956522
2021-10-01,Levamisole,substance,1,1.0,4,0.44843624699278267,4,8.753132463521307,0.0069,8.919885550786839,144.92753623188406
2021-10-01,Stimulants,superclass,11,2.0,1124,1010.598235765838,4566,7.965128835810873,0.0134,1.1122125096015287,74.6268656716418
2021-10-01,Cutting agents and adulterants,family,5,2.0,7,1.9919807538091419,9,6.289648722998738,0.0889,3.5140901771336557,11.248593925759279
2021-10-01,Buprenorphine,substance,1,3.0,5,1.6631916599839613,5,5.5034973466233215,0.1883,3.0062680810028932,5.310674455655868
2021-10-01,Opioids,superclass,29,5.0,2567,2460.39454691259,4677,4.882537463371094,0.3272,1.043328600781197,3.056234718826406
2021-10-01,root,root,211,2.0,2685,2561.6872493985566,11574,3.768962986300693,0.7203,1.0481373167744794,1.3883104262113009
2021-10-01,Depressants and Tranquilizers,category,21,6.0,190,171.1072975140337,269,2.959807752436806,0.9447,1.1104143584782922,1.0585371017254155
2021-10-01,Cocaine,substance,1,2.0,280,252.53889334402567,1141,1.870540428326592,0.9996,1.1087401084733706,1.0004001600640255
2021-10-01,Chlorcyclizine,substance,1,3.0,3,1.330553327987169,4,1.4571809786299548,1.0,2.25470106075217,1.0
2021-10-01,Amlodipine,substance,1,4.0,4,2.153167602245389,5,1.4312102626384229,1.0,1.8577281191806332,1.0
2021-10-01,Flubromazolam,substance,1,3.0,4,1.9958299919807536,6,1.3925591657921712,1.0,2.0041787206685955,1.0
2021-10-01,Mirtazapine,substance,1,3.0,4,1.9958299919807536,6,1.3925591657921712,1.0,2.0041787206685955,1.0
2021-10-01,Phenobarbital,substance,1,6.0,3,1.908259823576584,3,1.3572616471031864,1.0,1.5721129601613715,1.0
2021-10-01,Aripiprazole,substance,1,6.0,3,1.908259823576584,3,1.3572616471031864,1.0,1.5721129601613715,1.0
2021-10-01,Cardiovascular medications,family,23,1.0,5,2.354290296712109,21,1.3175552782828523,1.0,2.1237822739968664,1.0
2021-10-01,Diazepam,substance,1,1.0,11,6.838652766639936,61,1.231124873132555,1.0,1.6085039517812332,1.0
2021-10-01,Quetiapine,substance,1,1.0,8,4.820689655172414,43,1.0090970663696943,1.0,1.659513590844063,1.0
2021-10-01,Lorazepam,substance,1,2.0,11,7.525260625501203,34,0.9399009897351491,1.0,1.4617433930093777,1.0
2021-10-01,Oxymorphone,substance,1,4.0,3,1.722534081796311,4,0.8413839506829576,1.0,1.7416201117318437,1.0
2021-10-01,Depressants,superclass,40,1.0,106,94.05950280673616,839,0.823933494714062,1.0,1.126946207846728,1.0
2021-10-01,Acetaminophen,substance,1,5.0,4,2.630312750601443,5,0.8140084375267891,1.0,1.5207317073170734,1.0
2021-10-01,Sertraline,substance,1,1.0,4,2.242181234963913,20,0.6475857658236486,1.0,1.7839771101573678,1.0
2021-10-01,Venlafaxine,substance,1,2.0,3,1.7706495589414595,8,0.48262672156835995,1.0,1.6942934782608696,1.0
2021-10-01,"1,1-Difluoroethane",substance,1,5.0,3,2.1042502004811547,4,0.42434482000654705,1.0,1.4256859756097562,1.0
2021-10-01,Alprazolam,substance,1,4.0,143,135.6495589414595,315,0.3483714373679794,1.0,1.0541869882652006,1.0
2021-10-01,Clonazepam,substance,1,2.0,14,11.509222133119486,52,0.33017457823350416,1.0,1.2164158305462653,1.0
2021-10-01,Paroxetine,substance,1,2.0,3,1.9919807538091419,9,0.2966745895676133,1.0,1.5060386473429952,1.0
2021-10-01,GHB,substance,1,2.0,3,1.9919807538091419,9,0.2966745895676133,1.0,1.5060386473429952,1.0
2021-10-01,Other substances,category,71,1.0,31,27.24250200481155,243,0.28088792316884437,1.0,1.1379277863143702,1.0
2021-10-01,Prescription benzodiazepines,family,11,1.0,60,54.82133119486768,489,0.26825034338735776,1.0,1.0944644847591214,1.0
2021-10-01,Amphetamine,substance,1,4.0,21,18.947874899759423,44,0.19376158058097626,1.0,1.1083037074657187,1.0
2021-10-01,Ketamine,substance,1,3.0,5,3.9916599839615072,12,0.1841401986433825,1.0,1.2526117004178723,1.0
2021-10-01,Codeine,substance,1,1.0,4,3.026944667201283,27,0.16192779103694888,1.0,1.3214645260424946,1.0
2021-10-01,Dextromethorphan,substance,1,5.0,5,4.2085004009623095,8,0.15920966323769503,1.0,1.1880716463414633,1.0
2021-10-01,Acetyl fentanyl,substance,1,2.0,5,3.9839615076182837,18,0.1575181729071976,1.0,1.2550322061191628,1.0
2021-10-01,Doxepin,substance,1,3.0,3,2.328468323977546,7,0.13943427159547273,1.0,1.288400606144097,1.0
2021-10-01,Inhalants,family,7,3.0,3,2.328468323977546,7,0.13943427159547273,1.0,1.288400606144097,1.0
2021-10-01,MDA,substance,1,6.0,3,2.544346431435445,4,0.11876044196224794,1.0,1.1790847201210286,1.0
2021-10-01,Gabapentin,substance,1,3.0,9,7.9833199679230145,24,0.09512474509834346,1.0,1.127350530376085,1.0
2021-10-01,Mitragynine,substance,1,2.0,3,2.434643143544507,11,0.0801622576592923,1.0,1.2322134387351777,1.0
2021-10-01,Ethanol,substance,1,1.0,114,110.65164394546912,987,0.056562647375304476,1.0,1.030260337172948,1.0
2021-10-01,Medicines and other,superclass,123,1.0,164,160.428067361668,1431,0.04449824381600598,1.0,1.0222650107121183,1.0
2021-10-01,Supplement,category,21,1.0,117,114.014915797915,1017,0.04367987479814284,1.0,1.0261815235418488,1.0
2021-10-01,Gabapentinoids,family,2,3.0,9,8.315958299919807,25,0.04161074017856348,1.0,1.0822565091610417,1.0
2021-10-01,Hydrocodone,substance,1,1.0,12,11.323015236567763,101,0.02240800589334102,1.0,1.0597883822717036,1.0
2021-10-01,Hallucinogens,superclass,8,4.0,27,26.268644747393743,61,0.017842658034986525,1.0,1.0278413774155144,1.0
2021-10-01,Doxylamine,substance,1,5.0,5,4.734562951082598,9,0.01574130739957952,1.0,1.0560636856368564,1.0
2021-10-01,Lamotrigine,substance,1,5.0,5,4.734562951082598,9,0.01574130739957952,1.0,1.0560636856368564,1.0
2021-10-01,MDMA,substance,1,4.0,26,25.407377706495588,59,0.012116653239683473,1.0,1.0233248114130606,1.0
2021-10-01,Temazepam,substance,1,2.0,3,2.8773055332798716,13,0.0033261627205838362,1.0,1.0426421404682276,1.0
2021-10-01,Olanzapine,substance,1,6.0,18,17.810425020048115,28,0.002779903127780259,1.0,1.0106440458180246,1.0
2021-10-01,Trazodone,substance,1,1.0,3,2.9148356054530873,26,0.001389490239740887,1.0,1.0292175635523275,1.0
2021-10-01,Benzodiazepines,category,19,1.0,64,63.90216519647153,570,8.431173327755337e-05,1.0,1.0015310092111538,1.0
2021-10-01,Tramadol,substance,1,3.0,10,9.979149959903769,30,3.262702616797092e-05,1.0,1.0020893603342977,1.0
2021-10-01,Hydroxyzine,substance,1,3.0,6,5.98748997594226,18,1.957621570078394e-05,1.0,1.0020893603342977,1.0
2022-01-01,Fentanyl and Fentanyl-related,category,9,6.0,2480,2179.1186109440773,3643,53.165469522649175,0.0001,1.1380748104049139,10000.0
2022-01-01,para-Fluorofentanyl,substance,1,5.0,67,34.08418520745641,67,45.28256101230919,0.0001,1.9657210401891252,10000.0
2022-01-01,Fentanyl,substance,1,6.0,2393,2121.09651232712,3546,44.49823331969489,0.0001,1.1281900592889884,10000.0
2022-01-01,Fentanyl analogs,family,8,5.0,87,49.345760673481664,97,33.72002958543362,0.0001,1.7630693865613802,10000.0
2022-01-01,Levamisole,substance,1,2.0,5,1.050811785929044,5,7.799374587595312,0.0211,4.7582260371959935,47.39336492890995
2022-01-01,Acetyl fentanyl,substance,1,1.0,10,2.9422730006013227,28,6.279438076825501,0.0914,3.398732883711425,10.940919037199125
2022-01-01,Cutting agents and adulterants,family,5,3.0,9,3.437913409500902,11,6.0012387617665635,0.1259,2.617866981503345,7.942811755361397
2022-01-01,Stimulants,superclass,11,3.0,1644,1531.121617558629,4899,5.9753289743752305,0.1272,1.0737226756822593,7.861635220125786
2022-01-01,Opioids,superclass,29,5.0,2701,2586.837041491281,5085,5.132095406520918,0.2759,1.0441322575321192,3.6245016310257343
2022-01-01,Methamphetamine,substance,1,3.0,1221,1134.1988875526158,3629,4.767697445262769,0.331,1.0765307684569188,3.021148036253776
2022-01-01,Phenethylamines (Amphetamines) (S),category,4,5.0,1964,1870.5604329524956,3677,4.75526134293149,0.3319,1.0499527122467887,3.0129557095510697
2022-01-01,Dissociatives,family,4,5.0,139,116.4966927239928,229,4.463370433484275,0.4983,1.193166919590779,2.006823198876179
2022-01-01,PCP,substance,1,5.0,126,104.79615153337343,206,4.408560093701784,0.5095,1.202334228465193,1.9627085377821396
2022-01-01,Buprenorphine,substance,1,4.0,5,2.0843355381840047,5,4.374938973485202,0.5452,2.3988460151460513,1.834189288334556
2022-01-01,root,root,211,3.0,4031,3891.717979555021,12452,3.6024988341580126,0.7439,1.035789340639967,1.3442667025137787
2022-01-01,Chlorcyclizine,substance,1,4.0,4,2.0843355381840047,5,1.537279233970073,1.0,1.9190768121168411,1.0
2022-01-01,Cocaine,substance,1,3.0,407,379.42062537582683,1214,1.4397022124799932,1.0,1.0726881270538602,1.0
2022-01-01,Clonazepam,substance,1,1.0,11,6.620114251352977,63,1.3804345755090912,1.0,1.6616027431478075,1.0
2022-01-01,Flubromazolam,substance,1,4.0,5,2.9180697534576066,7,1.2657321991341035,1.0,1.7134614393900367,1.0
2022-01-01,"1,1-Difluoroethane",substance,1,2.0,3,1.2609741431148527,6,1.2285252793995154,1.0,2.379113018597997,1.0
2022-01-01,Acetaminophen,substance,1,6.0,6,4.187161755862899,7,1.1242240754703738,1.0,1.432951567156141,1.0
2022-01-01,Depressants and Tranquilizers,category,21,2.0,70,60.10643415514131,286,0.9928092696352593,1.0,1.164600778334684,1.0
2022-01-01,Olanzapine,substance,1,1.0,6,3.3625977149729405,32,0.9622294489547958,1.0,1.7843347639484979,1.0
2022-01-01,Amlodipine,substance,1,5.0,4,2.5435959110042097,5,0.9121637449888027,1.0,1.5725768321513,1.0
2022-01-01,Lorazepam,substance,1,3.0,16,12.188965724594107,39,0.8265778454871677,1.0,1.3126626459959794,1.0
2022-01-01,Mirtazapine,substance,1,4.0,4,2.501202645820806,6,0.7595465147649865,1.0,1.599230676764034,1.0
2022-01-01,Bupropion,substance,1,1.0,3,1.4711365003006613,14,0.7061934851635185,1.0,2.039239730226855,1.0
2022-01-01,Muscle relaxants,family,7,1.0,4,2.2067047504509922,21,0.6743000352696646,1.0,1.8126575379794263,1.0
2022-01-01,Prescription benzodiazepines,family,11,2.0,124,113.06734816596513,538,0.6541499119044261,1.0,1.0966915029968463,1.0
2022-01-01,Cardiovascular medications,family,23,2.0,6,3.9930847865303667,19,0.5768696741956465,1.0,1.5025976959566298,1.0
2022-01-01,Amphetamine,substance,1,5.0,28,24.41852074564041,48,0.5375662674929833,1.0,1.1466706067769896,1.0
2022-01-01,Oxymorphone,substance,1,5.0,3,2.0348767288033676,4,0.4889761646178046,1.0,1.474290780141844,1.0
2022-01-01,Quetiapine,substance,1,2.0,12,9.247143716175586,44,0.48627564702717185,1.0,1.297698010144362,1.0
2022-01-01,Depressants,superclass,40,2.0,203,191.247745039086,910,0.4505213734189546,1.0,1.0614504236821833,1.0
2022-01-01,Diazepam,substance,1,2.0,17,13.870715574263379,66,0.4249477137556821,1.0,1.2256036762474531,1.0
2022-01-01,Alprazolam,substance,1,5.0,183,174.49067949488878,343,0.42275340710983045,1.0,1.0487666191096499,1.0
2022-01-01,Inhalants,family,7,2.0,3,1.8914612146722791,9,0.366564458307872,1.0,1.586075345731998,1.0
2022-01-01,Venlafaxine,substance,1,2.0,3,1.8914612146722791,9,0.366564458307872,1.0,1.586075345731998,1.0
2022-01-01,Sertraline,substance,1,2.0,6,4.4134095009019845,21,0.3345061958339708,1.0,1.3594931534845698,1.0
2022-01-01,Codeine,substance,1,2.0,8,6.304870715574263,30,0.27195733909080655,1.0,1.2688602765855985,1.0
2022-01-01,MDMA,substance,1,1.0,9,7.145520144317499,68,0.2507190796055072,1.0,1.2595304216107044,1.0
2022-01-01,Analgesics,category,4,2.0,3,2.101623571858088,10,0.22247682247958522,1.0,1.4274678111587982,1.0
2022-01-01,Ketamine,substance,1,4.0,7,5.836139506915213,14,0.19623524515000557,1.0,1.1994230075730257,1.0
2022-01-01,Hallucinogens,superclass,8,1.0,9,7.355682501503307,70,0.19321714657902844,1.0,1.2235438381361128,1.0
2022-01-01,Temazepam,substance,1,2.0,4,3.1524353577871316,15,0.13597866954540327,1.0,1.2688602765855985,1.0
2022-01-01,Gabapentin,substance,1,4.0,12,10.838544798556825,26,0.10578838009549041,1.0,1.1071596992981776,1.0
2022-01-01,Benzodiazepines,category,19,1.0,69,65.57065544197233,624,0.09870512489341321,1.0,1.052299988995268,1.0
2022-01-01,Hydrocodone,substance,1,2.0,23,21.226398075766685,101,0.09198021538181678,1.0,1.083556424311959,1.0
2022-01-01,Dextromethorphan,substance,1,6.0,6,5.383493686109441,9,0.08984303718372011,1.0,1.1145178855658875,1.0
2022-01-01,Doxepin,substance,1,4.0,3,2.501202645820806,6,0.08410081935000246,1.0,1.1994230075730257,1.0
2022-01-01,GHB,substance,1,3.0,3,2.5003006614552015,8,0.07032633537437499,1.0,1.1998556998557,1.0
2022-01-01,Gabapentinoids,family,2,4.0,12,11.255411906193626,27,0.04199356132951804,1.0,1.066153784509356,1.0
2022-01-01,Hydroxyzine,substance,1,6.0,10,9.57065544197234,16,0.024155233374578977,1.0,1.0448605177180195,1.0
2022-01-01,Cyclobenzaprine,substance,1,2.0,3,2.7321106434155142,13,0.01624960217532606,1.0,1.0980521624298447,1.0
2022-01-01,Other,category,11,4.0,4,3.751803968731209,9,0.013997853776506614,1.0,1.066153784509356,1.0
2022-01-01,Paroxetine,substance,1,3.0,3,2.812838244137102,9,0.008952842639679104,1.0,1.066538399871733,1.0
2022-01-01,Antipsychotics,family,13,1.0,10,9.667468430547205,92,0.006327004960697602,1.0,1.0343969646078248,1.0
2022-01-01,Doxylamine,substance,1,6.0,6,5.981659651232713,10,7.000591837019732e-05,1.0,1.0030660970092986,1.0
2022-04-01,para-Fluorofentanyl,substance,1,6.0,120,69.95910308842195,120,64.74970956747396,0.0001,1.7152878567972905,10000.0
2022-04-01,Fentanyl analogs,family,8,6.0,157,96.77675927231702,166,57.60170332036628,0.0001,1.6222903223926184,10000.0
2022-04-01,Fentanyl and Fentanyl-related,category,9,6.0,2713,2388.5203779438725,4097,54.0781174388473,0.0001,1.1358496352187089,10000.0
2022-04-01,Fentanyl,substance,1,6.0,2556,2291.743618671556,3931,37.22797154954458,0.0001,1.1153080035547887,10000.0
2022-04-01,Acetyl fentanyl,substance,1,2.0,25,8.582428430404738,42,15.239208226957022,0.0001,2.9129284564067173,10000.0
2022-04-01,Cutting agents and adulterants,family,5,5.0,10,4.968269637568749,10,6.995134749627592,0.0464,2.0127732046551237,21.551724137931036
2022-04-01,Opioids,superclass,29,6.0,3349,3217.535749541673,5519,6.478236980443043,0.0746,1.0408586759221101,13.404825737265416
2022-04-01,Stimulants,superclass,11,4.0,2233,2104.894091101396,5276,6.444730685942005,0.0773,1.060860976065343,12.9366106080207
2022-04-01,Levamisole,substance,1,3.0,5,1.5145959667183753,5,5.971445988376207,0.1294,3.3012104283054007,7.727975270479135
2022-04-01,Methamphetamine,substance,1,4.0,1663,1564.3081370751656,3921,5.14568301133049,0.2569,1.0630897842859537,3.8925652004671076
2022-04-01,Phenethylamines (Amphetamines) (S),category,4,4.0,1682,1584.654914680581,3972,4.942719922399647,0.2833,1.061429832083688,3.5298270384751147
2022-04-01,Dissociatives,family,4,6.0,176,151.57805669158088,260,4.853506074405303,0.3401,1.1611179338320121,2.9403116730373418
2022-04-01,PCP,substance,1,6.0,160,137.00324354815965,235,4.768604227587485,0.3768,1.167855562074751,2.653927813163482
2022-04-01,root,root,211,4.0,5520,5350.404597376957,13411,4.456726824299551,0.5024,1.0316976780982483,1.9904458598726116
2022-04-01,Buprenorphine,substance,1,5.0,5,2.4841348187843746,5,3.497567374813796,0.8406,2.0127732046551237,1.1896264572924102
2022-04-01,Benztropine,substance,1,1.0,3,0.6346072486250176,6,2.916011925773145,0.9437,4.727333333333333,1.0596587898696619
2022-04-01,Chlorcyclizine,substance,1,5.0,4,1.9873078550274996,4,2.7980538998510367,0.9648,2.0127732046551237,1.0364842454394694
2022-04-01,Amlodipine,substance,1,1.0,3,0.8461429981666901,8,2.0059688830768905,0.9994,3.5455,1.0006003602161297
2022-04-01,Mitragynine,substance,1,1.0,4,1.586518121562544,15,1.5169950014666664,1.0,2.5212444444444446,1.0
2022-04-01,Depressants and Tranquilizers,category,21,3.0,110,95.72246509660133,316,1.488514898021526,1.0,1.1491555288404876,1.0
2022-04-01,Mirtazapine,substance,1,5.0,5,2.9809617825412493,6,1.4810212812200638,1.0,1.6773110038792696,1.0
2022-04-01,Cocaine,substance,1,4.0,547,516.6485686080948,1295,1.4741766047850504,1.0,1.058746763730857,1.0
2022-04-01,Cardiovascular medications,family,23,3.0,10,6.664222253560851,22,1.114936010230374,1.0,1.500550194684273,1.0
2022-04-01,"1,1-Difluoroethane",substance,1,3.0,4,2.1204343534057255,7,1.0793618777887757,1.0,1.8864059590316573,1.0
2022-04-01,Flubromazolam,substance,1,5.0,6,3.9746157100549993,8,1.0720420120342813,1.0,1.5095799034913426,1.0
2022-04-01,Quetiapine,substance,1,3.0,20,15.448878860527428,51,0.9173976345917243,1.0,1.2945923248256472,1.0
2022-04-01,Amphetamine,substance,1,6.0,34,29.73261881257933,51,0.7525977297580013,1.0,1.1435252378648604,1.0
2022-04-01,Bupropion,substance,1,2.0,5,3.065153010858835,15,0.67792864791493,1.0,1.6312399355877616,1.0
2022-04-01,Oxymorphone,substance,1,6.0,4,2.914962628684248,5,0.5309626680097124,1.0,1.3722302854378325,1.0
2022-04-01,Lorazepam,substance,1,4.0,20,16.756169792694966,42,0.5134496113094431,1.0,1.193590196771533,1.0
2022-04-01,Trazodone,substance,1,1.0,5,3.278804117895924,31,0.4431755752607951,1.0,1.52494623655914,1.0
2022-04-01,Clonazepam,substance,1,4.0,30,26.33112395994923,66,0.41964498384905635,1.0,1.1393360969182815,1.0
2022-04-01,Olanzapine,substance,1,2.0,8,6.13030602171767,30,0.33509730364870216,1.0,1.3049919484702093,1.0
2022-04-01,Tramadol,substance,1,1.0,5,3.490339867437597,33,0.326825461461588,1.0,1.4325252525252525,1.0
2022-04-01,Ketamine,substance,1,5.0,9,7.452404456353124,15,0.3213732271505654,1.0,1.207663922793074,1.0
2022-04-01,Fluoxetine,substance,1,1.0,3,1.9038217458750528,18,0.30627192478691323,1.0,1.5757777777777777,1.0
2022-04-01,Codeine,substance,1,3.0,12,9.996333380341277,33,0.27850457329472134,1.0,1.2004401557474185,1.0
2022-04-01,Venlafaxine,substance,1,5.0,5,3.9746157100549993,8,0.26552494836222906,1.0,1.2579832529094521,1.0
2022-04-01,Inhalants,family,7,2.0,3,2.0434353405725565,10,0.25532944459539375,1.0,1.4681159420289858,1.0
2022-04-01,Acetaminophen,substance,1,3.0,3,2.1204343534057255,7,0.24592662011057254,1.0,1.4148044692737431,1.0
2022-04-01,Muscle relaxants,family,7,2.0,6,4.699901283316881,23,0.21252491346838132,1.0,1.2766225582860744,1.0
2022-04-01,Sertraline,substance,1,3.0,8,6.664222253560851,22,0.18566971552981437,1.0,1.2004401557474185,1.0
2022-04-01,Alprazolam,substance,1,6.0,223,218.03920462558173,374,0.135756925693709,1.0,1.0227518504433044,1.0
2022-04-01,Oxycodone,substance,1,1.0,15,13.644055845437878,129,0.07325008730655691,1.0,1.0993798449612404,1.0
2022-04-01,Doxylamine,substance,1,2.0,3,2.452122408687068,12,0.07312625320273769,1.0,1.2234299516908214,1.0
2022-04-01,Other,category,11,5.0,5,4.471442673811874,9,0.062197823854271916,1.0,1.118207335919513,1.0
2022-04-01,Antipsychotics,family,13,2.0,21,19.616979269496543,96,0.060242387806618725,1.0,1.0705012077294687,1.0
2022-04-01,Prescription benzodiazepines,family,11,3.0,177,173.8756169792695,574,0.04013477829276946,1.0,1.0179690693554981,1.0
2022-04-01,GHB,substance,1,4.0,4,3.5906078127203496,9,0.03839734186097954,1.0,1.114017516986764,1.0
2022-04-01,Hydroxyzine,substance,1,5.0,9,8.446058383866873,17,0.03611723200659278,1.0,1.065585814229183,1.0
2022-04-01,Depressants,superclass,40,3.0,300,296.86080947680153,980,0.02376342179645574,1.0,1.0105746209098165,1.0
2022-04-01,Analgesics,category,4,3.0,3,2.7262727400930755,9,0.019363718354633075,1.0,1.1004034761018002,1.0
