zipcode,year,population
90305,2018,15397.0
90305,2019,15042.0
90305,2020,15373.0
90305,2021,15254.0
90305,2022,14679.0
90305,2023,14612.0
90305,2024,14708.0
90401,2013,6821.0
90401,2014,7035.0
90401,2015,7297.0
90401,2016,7621.0
90401,2017,7485.0
90401,2018,7256.0
90401,2019,7111.0
90401,2020,7079.0
90401,2021,7482.0
90401,2022,7480.0
90401,2023,7925.0
90401,2024,8101.0
90402,2013,11749.0
90402,2014,11503.0
90402,2015,11661.0
90402,2016,11410.0
90402,2017,11681.0
90402,2018,11866.0
90402,2019,11882.0
90402,2020,11637.0
90402,2021,12046.0
90402,2022,11816.0
90402,2023,11178.0
90402,2024,11337.0
90403,2013,24864.0
90403,2014,25116.0
90403,2015,24416.0
90403,2016,24539.0
90403,2017,24764.0
90403,2018,24354.0
90403,2019,23902.0
90403,2020,24359.0
90403,2021,24525.0
90403,2022,24092.0
90403,2023,25087.0
90403,2024,23867.0
90404,2013,20807.0
90404,2014,21641.0
90404,2015,22081.0
90404,2016,22201.0
90404,2017,22586.0
90404,2018,22819.0
90404,2019,22929.0
90404,2020,23107.0
90404,2021,23460.0
90404,2022,23975.0
90404,2023,22881.0
90404,2024,22978.0
90405,2013,28560.0
90405,2014,28535.0
90405,2015,28915.0
90405,2016,28861.0
90405,2017,28305.0
90405,2018,28115.0
90405,2019,28156.0
90405,2020,27509.0
90405,2021,27367.0
90405,2022,26981.0
90405,2023,26809.0
90405,2024,27298.0
90501,2013,42373.0
90501,2014,43407.0
90501,2015,43145.0
90501,2016,43405.0
90501,2017,43008.0
90501,2018,42335.0
90501,2019,41975.0
90501,2020,42298.0
90501,2021,43450.0
90501,2022,42536.0
90501,2023,41319.0
90501,2024,41787.0
90502,2013,16947.0
90502,2014,17135.0
90502,2015,17585.0
90502,2016,17855.0
90502,2017,18010.0
90502,2018,18188.0
90502,2019,17778.0
90502,2020,18527.0
90502,2021,18110.0
90502,2022,18430.0
90502,2023,18114.0
90502,2024,18467.0
90503,2013,46780.0
90503,2014,45518.0
90503,2015,45986.0
90503,2016,44562.0
90503,2017,45349.0
90503,2018,44908.0
90503,2019,44605.0
90503,2020,44354.0
90503,2021,44744.0
90503,2022,44280.0
90503,2023,43764.0
90503,2024,43454.0
90504,2013,31633.0
90504,2014,32777.0
90504,2015,33279.0
90504,2016,33609.0
90504,2017,33422.0
90504,2018,33721.0
90504,2019,33410.0
90504,2020,32703.0
90504,2021,33022.0
90504,2022,32965.0
90504,2023,33321.0
90504,2024,33084.0
90505,2013,36306.0
90505,2014,37381.0
90505,2015,36904.0
90505,2016,37242.0
90505,2017,37368.0
90505,2018,37641.0
90505,2019,37220.0
90505,2020,36820.0
90505,2021,37533.0
90505,2022,36214.0
90505,2023,35605.0
90505,2024,35148.0
90506,2013,0.0
90506,2014,0.0
90506,2015,0.0
90506,2016,0.0
90506,2017,0.0
90506,2018,0.0
90506,2019,0.0
90506,2020,0.0
90506,2021,0.0
90506,2022,0.0
90506,2023,0.0
90506,2024,0.0
90601,2013,33145.0
90601,2014,34143.0
90601,2015,34203.0
90601,2016,34169.0
90601,2017,34025.0
90601,2018,33058.0
90601,2019,32053.0
90601,2020,30623.0
90601,2021,30955.0
90601,2022,30667.0
90601,2023,30472.0
90601,2024,30078.0
90602,2013,25768.0
90602,2014,26676.0
90602,2015,27421.0
90602,2016,26778.0
90602,2017,26482.0
90602,2018,25981.0
90602,2019,25581.0
90602,2020,25426.0
90602,2021,25907.0
90602,2022,25949.0
90602,2023,25823.0
90602,2024,25905.0
90603,2013,20083.0
90603,2014,20475.0
90603,2015,20221.0
90603,2016,20325.0
90603,2017,20697.0
90603,2018,21299.0
90603,2019,21584.0
90603,2020,20780.0
90603,2021,21236.0
90603,2022,20883.0
90603,2023,20361.0
90603,2024,21118.0
90604,2013,40661.0
90604,2014,39541.0
90604,2015,40977.0
90604,2016,41371.0
90604,2017,41369.0
90604,2018,42063.0
90604,2019,42911.0
90604,2020,40545.0
90604,2021,39926.0
90604,2022,39795.0
90604,2023,39378.0
90604,2024,39276.0
90605,2013,42017.0
90605,2014,42103.0
90605,2015,41643.0
90605,2016,41305.0
90605,2017,41818.0
90605,2018,40957.0
90605,2019,40192.0
90605,2020,41162.0
90605,2021,42600.0
90605,2022,41427.0
90605,2023,39224.0
90605,2024,39387.0
90606,2013,32791.0
90606,2014,32978.0
90606,2015,32697.0
90606,2016,32499.0
90606,2017,32599.0
90606,2018,32803.0
90606,2019,32987.0
90606,2020,32631.0
90606,2021,32583.0
90606,2022,31717.0
90606,2023,31881.0
90606,2024,32057.0
90623,2013,15689.0
90623,2014,15767.0
90623,2015,15839.0
90623,2016,15886.0
90623,2017,15882.0
90623,2018,15813.0
90623,2019,15662.0
90623,2020,15624.0
90623,2021,15703.0
90623,2022,15419.0
90623,2023,15369.0
90623,2024,15545.0
90630,2013,48590.0
90630,2014,48844.0
90630,2015,49145.0
90630,2016,49093.0
90630,2017,49249.0
90630,2018,49169.0
90630,2019,49205.0
90630,2020,49378.0
90630,2021,50543.0
90630,2022,50170.0
90630,2023,49565.0
90630,2024,49318.0
90631,2013,68065.0
90631,2014,68899.0
90631,2015,69151.0
90631,2016,68971.0
90631,2017,69579.0
90631,2018,69502.0
90631,2019,69064.0
90631,2020,68748.0
90631,2021,69601.0
90631,2022,69064.0
90631,2023,68615.0
90631,2024,68309.0
90638,2013,49222.0
90638,2014,49543.0
90638,2015,49819.0
90638,2016,49876.0
90638,2017,49797.0
90638,2018,49383.0
90638,2019,49227.0
90638,2020,48704.0
90638,2021,46335.0
90638,2022,46170.0
90638,2023,45714.0
90638,2024,45933.0
90639,2021,2103.0
90639,2022,1833.0
90639,2023,1714.0
90639,2024,1671.0
90640,2013,63016.0
90640,2014,63400.0
90640,2015,63521.0
90640,2016,63461.0
90640,2017,63547.0
90640,2018,63177.0
90640,2019,62730.0
90640,2020,62873.0
90640,2021,62941.0
90640,2022,62294.0
90640,2023,61615.0
90640,2024,61382.0
90650,2013,105940.0
90650,2014,106521.0
90650,2015,106659.0
90650,2016,106360.0
90650,2017,106404.0
90650,2018,105886.0
90650,2019,105304.0
90650,2020,104524.0
90650,2021,103427.0
90650,2022,101983.0
90650,2023,100808.0
90650,2024,99900.0
90660,2013,63310.0
90660,2014,63686.0
90660,2015,63815.0
90660,2016,63684.0
90660,2017,63694.0
90660,2018,63380.0
90660,2019,63001.0
90660,2020,62507.0
90660,2021,62383.0
90660,2022,61561.0
90660,2023,60821.0
90660,2024,60272.0
90670,2013,15489.0
90670,2014,15594.0
90670,2015,15998.0
90670,2016,16266.0
90670,2017,16642.0
90670,2018,16578.0
90670,2019,16700.0
90670,2020,16410.0
90670,2021,17446.0
90670,2022,17556.0
90670,2023,18255.0
90670,2024,17851.0
90701,2013,16657.0
90701,2014,16698.0
90701,2015,16785.0
90701,2016,16842.0
90701,2017,16912.0
90701,2018,16858.0
90701,2019,16801.0
90701,2020,16500.0
90701,2021,16390.0
90701,2022,16237.0
90701,2023,16044.0
90701,2024,15889.0
90703,2013,49526.0
90703,2014,50069.0
90703,2015,50276.0
90703,2016,50442.0
90703,2017,50877.0
90703,2018,50963.0
90703,2019,50589.0
90703,2020,49633.0
90703,2021,49989.0
90703,2022,49334.0
90703,2023,48607.0
90703,2024,48108.0
90704,2013,3960.0
90704,2014,3952.0
90704,2015,3906.0
90704,2016,3912.0
90704,2017,3940.0
90704,2018,3922.0
90704,2019,3979.0
90704,2020,4201.0
90704,2021,3940.0
90704,2022,3822.0
90704,2023,3764.0
90704,2024,3421.0
90706,2013,76989.0
90706,2014,77455.0
90706,2015,77756.0
90706,2016,77687.0
90706,2017,77852.0
90706,2018,77529.0
90706,2019,77195.0
90706,2020,76339.0
90706,2021,79070.0
90706,2022,78352.0
90706,2023,77396.0
90706,2024,76819.0
90710,2013,26830.0
90710,2014,27550.0
90710,2015,27457.0
90710,2016,27914.0
90710,2017,28667.0
90710,2018,28185.0
90710,2019,28045.0
90710,2020,28566.0
90710,2021,27998.0
90710,2022,27517.0
90710,2023,26777.0
90710,2024,26761.0
90712,2013,31710.0
90712,2014,32015.0
90712,2015,32451.0
90712,2016,31722.0
90712,2017,31471.0
90712,2018,31063.0
90712,2019,31217.0
90712,2020,30773.0
90712,2021,31701.0
90712,2022,31552.0
90712,2023,30672.0
90712,2024,30800.0
90713,2013,27653.0
90713,2014,28411.0
90713,2015,28699.0
90713,2016,28833.0
90713,2017,28927.0
90713,2018,29061.0
90713,2019,28202.0
90713,2020,27905.0
90713,2021,29113.0
90713,2022,28439.0
90713,2023,28583.0
90713,2024,28221.0
90715,2013,20953.0
90715,2014,20283.0
90715,2015,19753.0
90715,2016,20064.0
90715,2017,20313.0
90715,2018,20136.0
90715,2019,20256.0
90715,2020,20505.0
90715,2021,21174.0
90715,2022,20949.0
90715,2023,20668.0
90715,2024,20182.0
90716,2013,14280.0
90716,2014,14358.0
90716,2015,14382.0
90716,2016,14383.0
90716,2017,14409.0
90716,2018,14344.0
90716,2019,14285.0
90716,2020,14170.0
90716,2021,14050.0
90716,2022,13941.0
90716,2023,13743.0
90716,2024,13599.0
90717,2013,21459.0
90717,2014,21612.0
90717,2015,21816.0
90717,2016,21658.0
90717,2017,21740.0
90717,2018,21696.0
90717,2019,21508.0
90717,2020,20919.0
90717,2021,21727.0
90717,2022,21788.0
90717,2023,21319.0
90717,2024,21482.0
90723,2013,54468.0
90723,2014,54813.0
90723,2015,55023.0
90723,2016,54941.0
90723,2017,55020.0
90723,2018,54776.0
90723,2019,54513.0
90723,2020,53949.0
90723,2021,53938.0
90723,2022,53286.0
90723,2023,52546.0
90723,2024,52050.0
90731,2013,61432.0
90731,2014,62348.0
90731,2015,62028.0
90731,2016,61046.0
90731,2017,61789.0
90731,2018,61850.0
90731,2019,60659.0
90731,2020,60813.0
90731,2021,62647.0
90731,2022,63431.0
90731,2023,62452.0
90731,2024,61944.0
90732,2013,19651.0
90732,2014,19810.0
90732,2015,21417.0
90732,2016,21763.0
90732,2017,22408.0
90732,2018,22273.0
90732,2019,22780.0
90732,2020,22561.0
90732,2021,21582.0
90732,2022,22078.0
90732,2023,23104.0
90732,2024,23067.0
90744,2013,57358.0
90744,2014,58061.0
90744,2015,57963.0
90744,2016,57432.0
90744,2017,56779.0
90744,2018,57206.0
90744,2019,56880.0
90744,2020,56450.0
90744,2021,57030.0
90744,2022,54277.0
90744,2023,53678.0
90744,2024,52800.0
90745,2013,58162.0
90745,2014,57727.0
90745,2015,58186.0
90745,2016,57785.0
90745,2017,57219.0
90745,2018,56821.0
90745,2019,56930.0
90745,2020,55567.0
90745,2021,58327.0
90745,2022,58735.0
90745,2023,57952.0
90745,2024,57397.0
90746,2013,26276.0
90746,2014,26738.0
90746,2015,26523.0
90746,2016,26584.0
90746,2017,26852.0
90746,2018,26996.0
90746,2019,27075.0
90746,2020,27458.0
90746,2021,28067.0
90746,2022,27643.0
90746,2023,27465.0
90746,2024,27091.0
90747,2013,0.0
90747,2014,0.0
90747,2015,0.0
90747,2016,0.0
90747,2017,0.0
90747,2018,0.0
90747,2019,0.0
90747,2020,0.0
90747,2021,35.0
90747,2022,25.0
90747,2023,17.0
90747,2024,11.0
90755,2013,11260.0
90755,2014,11400.0
90755,2015,11440.0
90755,2016,11491.0
90755,2017,11581.0
90755,2018,11555.0
90755,2019,11545.0
90755,2020,11458.0
90755,2021,11813.0
90755,2022,11764.0
90755,2023,11654.0
90755,2024,11521.0
90802,2013,39297.0
90802,2014,38816.0
90802,2015,39155.0
90802,2016,39873.0
90802,2017,40226.0
90802,2018,39453.0
90802,2019,38962.0
90802,2020,39165.0
90802,2021,39036.0
90802,2022,40012.0
90802,2023,39859.0
90802,2024,40434.0
90803,2013,30563.0
90803,2014,30805.0
90803,2015,31709.0
90803,2016,31680.0
90803,2017,32116.0
90803,2018,32389.0
90803,2019,32126.0
90803,2020,32241.0
90803,2021,32631.0
90803,2022,31659.0
90803,2023,31804.0
90803,2024,31526.0
90804,2013,40472.0
90804,2014,40679.0
90804,2015,41007.0
90804,2016,40751.0
90804,2017,40225.0
90804,2018,39344.0
90804,2019,39239.0
90804,2020,38151.0
90804,2021,37953.0
90804,2022,37299.0
90804,2023,38306.0
90804,2024,38076.0
90805,2013,92991.0
90805,2014,94561.0
90805,2015,95127.0
90805,2016,95808.0
90805,2017,96069.0
90805,2018,96708.0
90805,2019,95995.0
90805,2020,95094.0
90805,2021,96840.0
90805,2022,96515.0
90805,2023,94631.0
90805,2024,92402.0
90806,2013,43176.0
90806,2014,43140.0
90806,2015,42498.0
90806,2016,42312.0
90806,2017,42587.0
90806,2018,42817.0
90806,2019,41990.0
90806,2020,41280.0
90806,2021,41571.0
90806,2022,40688.0
90806,2023,39972.0
90806,2024,41664.0
90807,2013,32645.0
90807,2014,33726.0
90807,2015,33763.0
90807,2016,33217.0
90807,2017,32395.0
90807,2018,32067.0
90807,2019,32202.0
90807,2020,32699.0
90807,2021,32994.0
90807,2022,33153.0
90807,2023,33320.0
90807,2024,33101.0
90808,2013,40016.0
90808,2014,39834.0
90808,2015,39428.0
90808,2016,38637.0
90808,2017,38487.0
90808,2018,38860.0
90808,2019,39330.0
90808,2020,39602.0
90808,2021,39723.0
90808,2022,39698.0
90808,2023,39351.0
90808,2024,39317.0
90810,2013,36113.0
90810,2014,36736.0
90810,2015,36936.0
90810,2016,37422.0
90810,2017,38769.0
90810,2018,38579.0
90810,2019,37251.0
90810,2020,36657.0
90810,2021,37451.0
90810,2022,36306.0
90810,2023,35648.0
90810,2024,35833.0
90813,2013,59178.0
90813,2014,60017.0
90813,2015,60078.0
90813,2016,60997.0
90813,2017,60935.0
90813,2018,59000.0
90813,2019,58380.0
90813,2020,56726.0
90813,2021,56420.0
90813,2022,53647.0
90813,2023,51689.0
90813,2024,51241.0
90814,2013,18937.0
90814,2014,18789.0
90814,2015,19264.0
90814,2016,18760.0
90814,2017,18175.0
90814,2018,18587.0
90814,2019,19685.0
90814,2020,18714.0
90814,2021,19166.0
90814,2022,20723.0
90814,2023,20676.0
90814,2024,19471.0
90815,2013,40966.0
90815,2014,40572.0
90815,2015,40462.0
90815,2016,39822.0
90815,2017,40359.0
90815,2018,41026.0
90815,2019,41312.0
90815,2020,41854.0
90815,2021,43092.0
90815,2022,42759.0
90815,2023,43461.0
90815,2024,43023.0
90822,2013,176.0
90822,2014,169.0
90822,2015,152.0
90822,2016,148.0
90822,2017,143.0
90822,2018,139.0
90822,2019,133.0
90822,2020,133.0
90822,2021,117.0
90822,2022,125.0
90822,2023,93.0
90822,2024,93.0
90831,2013,0.0
90831,2014,0.0
90831,2015,0.0
90831,2016,0.0
90831,2017,0.0
90831,2018,0.0
90831,2019,0.0
90831,2020,0.0
90831,2021,0.0
90831,2022,0.0
90831,2023,0.0
90831,2024,0.0
90840,2021,0.0
90840,2022,0.0
90840,2023,0.0
90840,2024,0.0
91001,2013,37832.0
91001,2014,37481.0
91001,2015,37163.0
91001,2016,37699.0
91001,2017,37528.0
91001,2018,37711.0
91001,2019,37818.0
91001,2020,36697.0
91001,2021,36867.0
91001,2022,36420.0
91001,2023,36402.0
91001,2024,35475.0
91006,2013,32271.0
91006,2014,32392.0
91006,2015,31728.0
91006,2016,32106.0
91006,2017,33200.0
91006,2018,33012.0
91006,2019,32958.0
91006,2020,32526.0
91006,2021,32499.0
91006,2022,31986.0
91006,2023,32106.0
91006,2024,31582.0
91007,2013,33586.0
91007,2014,34198.0
91007,2015,34598.0
91007,2016,34619.0
91007,2017,34357.0
91007,2018,34523.0
91007,2019,34116.0
91007,2020,33827.0
91007,2021,33689.0
91007,2022,33367.0
91007,2023,33141.0
91007,2024,33029.0
91008,2013,1217.0
91008,2014,1149.0
91008,2015,1132.0
91008,2016,1203.0
91008,2017,1191.0
91008,2018,1141.0
91008,2019,1084.0
91008,2020,1079.0
91008,2021,774.0
91008,2022,744.0
91008,2023,754.0
91008,2024,743.0
91010,2013,24708.0
91010,2014,25797.0
91010,2015,25840.0
91010,2016,26000.0
91010,2017,26265.0
91010,2018,26601.0
91010,2019,26380.0
91010,2020,26516.0
91010,2021,27008.0
91010,2022,26825.0
91010,2023,27245.0
91010,2024,27589.0
91011,2013,20590.0
91011,2014,20671.0
91011,2015,20721.0
91011,2016,20679.0
91011,2017,20499.0
91011,2018,20423.0
91011,2019,20301.0
91011,2020,20174.0
91011,2021,20621.0
91011,2022,20389.0
91011,2023,20094.0
91011,2024,19935.0
91016,2013,41985.0
91016,2014,42235.0
91016,2015,42090.0
91016,2016,41901.0
91016,2017,42013.0
91016,2018,41671.0
91016,2019,41105.0
91016,2020,41582.0
91016,2021,41507.0
91016,2022,41822.0
91016,2023,41710.0
91016,2024,41140.0
91020,2013,8585.0
91020,2014,9249.0
91020,2015,8438.0
91020,2016,8448.0
91020,2017,8551.0
91020,2018,8720.0
91020,2019,8633.0
91020,2020,8785.0
91020,2021,7869.0
91020,2022,7509.0
91020,2023,7265.0
91020,2024,7532.0
91024,2013,10983.0
91024,2014,11060.0
91024,2015,11084.0
91024,2016,11067.0
91024,2017,11061.0
91024,2018,11006.0
91024,2019,10932.0
91024,2020,10829.0
91024,2021,11253.0
91024,2022,11151.0
91024,2023,11020.0
91024,2024,10940.0
91030,2013,25747.0
91030,2014,25914.0
91030,2015,25967.0
91030,2016,25905.0
91030,2017,25940.0
91030,2018,25794.0
91030,2019,25637.0
91030,2020,25478.0
91030,2021,26837.0
91030,2022,26583.0
91030,2023,26297.0
91030,2024,26068.0
91040,2013,19296.0
91040,2014,20017.0
91040,2015,19969.0
91040,2016,19587.0
91040,2017,20175.0
91040,2018,20207.0
91040,2019,20049.0
91040,2020,20606.0
91040,2021,21289.0
91040,2022,20911.0
91040,2023,21436.0
91040,2024,20821.0
91042,2013,28725.0
91042,2014,28126.0
91042,2015,27298.0
91042,2016,27164.0
91042,2017,26767.0
91042,2018,26631.0
91042,2019,26966.0
91042,2020,26617.0
91042,2021,26686.0
91042,2022,27119.0
91042,2023,27055.0
91042,2024,26928.0
91046,2013,176.0
91046,2014,168.0
91046,2015,175.0
91046,2016,125.0
91046,2017,160.0
91046,2018,143.0
91046,2019,158.0
91046,2020,191.0
91046,2021,194.0
91046,2022,141.0
91046,2023,142.0
91046,2024,115.0
91101,2013,21378.0
91101,2014,21098.0
91101,2015,20936.0
91101,2016,20761.0
91101,2017,20719.0
91101,2018,21394.0
91101,2019,21395.0
91101,2020,21920.0
91101,2021,19542.0
91101,2022,19737.0
91101,2023,20814.0
91101,2024,21165.0
91103,2013,26984.0
91103,2014,27684.0
91103,2015,27819.0
91103,2016,28124.0
91103,2017,28435.0
91103,2018,28425.0
91103,2019,27659.0
91103,2020,26837.0
91103,2021,26909.0
91103,2022,27167.0
91103,2023,24910.0
91103,2024,25142.0
91104,2013,37590.0
91104,2014,38421.0
91104,2015,38976.0
91104,2016,38725.0
91104,2017,39178.0
91104,2018,37974.0
91104,2019,37874.0
91104,2020,37784.0
91104,2021,37619.0
91104,2022,35918.0
91104,2023,35595.0
91104,2024,35937.0
91105,2013,11401.0
91105,2014,11373.0
91105,2015,11413.0
91105,2016,11728.0
91105,2017,11907.0
91105,2018,12191.0
91105,2019,12617.0
91105,2020,12648.0
91105,2021,12888.0
91105,2022,12692.0
91105,2023,12546.0
91105,2024,12531.0
91106,2013,24355.0
91106,2014,24861.0
91106,2015,25243.0
91106,2016,24875.0
91106,2017,25479.0
91106,2018,25375.0
91106,2019,25543.0
91106,2020,25205.0
91106,2021,23589.0
91106,2022,23813.0
91106,2023,23217.0
91106,2024,23910.0
91107,2013,32415.0
91107,2014,31828.0
91107,2015,31722.0
91107,2016,32027.0
91107,2017,32199.0
91107,2018,32364.0
91107,2019,32503.0
91107,2020,33481.0
91107,2021,33148.0
91107,2022,32581.0
91107,2023,32944.0
91107,2024,32316.0
91108,2013,13540.0
91108,2014,13613.0
91108,2015,13654.0
91108,2016,13675.0
91108,2017,13769.0
91108,2018,13538.0
91108,2019,13375.0
91108,2020,13175.0
91108,2021,12755.0
91108,2022,12559.0
91108,2023,12464.0
91108,2024,12401.0
91125,2021,925.0
91125,2022,996.0
91125,2023,968.0
91125,2024,1000.0
91201,2013,23272.0
91201,2014,22985.0
91201,2015,23092.0
91201,2016,23510.0
91201,2017,23466.0
91201,2018,23619.0
91201,2019,23281.0
91201,2020,22786.0
91201,2021,22807.0
91201,2022,22163.0
91201,2023,22261.0
91201,2024,22394.0
91202,2013,22610.0
91202,2014,23007.0
91202,2015,23148.0
91202,2016,23219.0
91202,2017,23182.0
91202,2018,23317.0
91202,2019,23345.0
91202,2020,23399.0
91202,2021,22757.0
91202,2022,22831.0
91202,2023,22258.0
91202,2024,22504.0
91203,2013,13213.0
91203,2014,13740.0
91203,2015,13680.0
91203,2016,14051.0
91203,2017,14393.0
91203,2018,15000.0
91203,2019,15410.0
91203,2020,15794.0
91203,2021,16557.0
91203,2022,16679.0
91203,2023,16482.0
91203,2024,16856.0
91204,2013,15924.0
91204,2014,16292.0
91204,2015,17053.0
91204,2016,17681.0
91204,2017,18318.0
91204,2018,18720.0
91204,2019,18723.0
91204,2020,18950.0
91204,2021,18738.0
91204,2022,18445.0
91204,2023,18847.0
91204,2024,17857.0
91205,2013,38504.0
91205,2014,38138.0
91205,2015,38322.0
91205,2016,37664.0
91205,2017,37514.0
91205,2018,37618.0
91205,2019,37638.0
91205,2020,37549.0
91205,2021,36367.0
91205,2022,35755.0
91205,2023,34890.0
91205,2024,34254.0
91206,2013,33014.0
91206,2014,33706.0
91206,2015,34038.0
91206,2016,34247.0
91206,2017,34938.0
91206,2018,34386.0
91206,2019,34739.0
91206,2020,33781.0
91206,2021,32570.0
91206,2022,32294.0
91206,2023,32330.0
91206,2024,31961.0
91207,2013,10435.0
91207,2014,10334.0
91207,2015,10359.0
91207,2016,10071.0
91207,2017,10288.0
91207,2018,11371.0
91207,2019,11031.0
91207,2020,11318.0
91207,2021,11488.0
91207,2022,11091.0
91207,2023,10626.0
91207,2024,10438.0
91208,2013,15962.0
91208,2014,16548.0
91208,2015,17164.0
91208,2016,17180.0
91208,2017,17128.0
91208,2018,16049.0
91208,2019,15860.0
91208,2020,15146.0
91208,2021,15316.0
91208,2022,15377.0
91208,2023,15467.0
91208,2024,15969.0
91210,2013,651.0
91210,2014,614.0
91210,2015,727.0
91210,2016,886.0
91210,2017,835.0
91210,2018,689.0
91210,2019,529.0
91210,2020,352.0
91210,2021,244.0
91210,2022,310.0
91210,2023,334.0
91210,2024,312.0
91214,2013,31653.0
91214,2014,31078.0
91214,2015,30965.0
91214,2016,30935.0
91214,2017,30991.0
91214,2018,30654.0
91214,2019,30787.0
91214,2020,31668.0
91214,2021,32009.0
91214,2022,32344.0
91214,2023,31707.0
91214,2024,30817.0
91301,2013,26218.0
91301,2014,26439.0
91301,2015,26293.0
91301,2016,26007.0
91301,2017,26028.0
91301,2018,25631.0
91301,2019,26334.0
91301,2020,26021.0
91301,2021,25737.0
91301,2022,25244.0
91301,2023,24477.0
91301,2024,23879.0
91302,2013,25070.0
91302,2014,25165.0
91302,2015,25431.0
91302,2016,25906.0
91302,2017,26500.0
91302,2018,26634.0
91302,2019,26712.0
91302,2020,26961.0
91302,2021,26241.0
91302,2022,26318.0
91302,2023,26205.0
91302,2024,25569.0
91303,2013,26744.0
91303,2014,27827.0
91303,2015,29471.0
91303,2016,29668.0
91303,2017,30380.0
91303,2018,31053.0
91303,2019,31586.0
91303,2020,31024.0
91303,2021,29965.0
91303,2022,30611.0
91303,2023,29522.0
91303,2024,29805.0
91304,2013,53194.0
91304,2014,53517.0
91304,2015,53853.0
91304,2016,52846.0
91304,2017,53627.0
91304,2018,53761.0
91304,2019,54361.0
91304,2020,53637.0
91304,2021,54264.0
91304,2022,54369.0
91304,2023,53794.0
91304,2024,52474.0
91306,2013,47879.0
91306,2014,48707.0
91306,2015,49532.0
91306,2016,49043.0
91306,2017,49551.0
91306,2018,49158.0
91306,2019,49678.0
91306,2020,50319.0
91306,2021,49260.0
91306,2022,49460.0
91306,2023,48177.0
91306,2024,47176.0
91307,2013,25496.0
91307,2014,25597.0
91307,2015,26219.0
91307,2016,26703.0
91307,2017,27233.0
91307,2018,26595.0
91307,2019,26341.0
91307,2020,25794.0
91307,2021,25773.0
91307,2022,25368.0
91307,2023,25823.0
91307,2024,26580.0
91311,2013,38117.0
91311,2014,37769.0
91311,2015,38505.0
91311,2016,38479.0
91311,2017,40064.0
91311,2018,40420.0
91311,2019,40839.0
91311,2020,41811.0
91311,2021,41188.0
91311,2022,40196.0
91311,2023,40557.0
91311,2024,40898.0
91316,2013,27736.0
91316,2014,28190.0
91316,2015,28837.0
91316,2016,29485.0
91316,2017,30888.0
91316,2018,29964.0
91316,2019,30499.0
91316,2020,30412.0
91316,2021,28182.0
91316,2022,28497.0
91316,2023,29246.0
91316,2024,29491.0
91321,2013,35243.0
91321,2014,34576.0
91321,2015,34178.0
91321,2016,34664.0
91321,2017,34510.0
91321,2018,34355.0
91321,2019,34014.0
91321,2020,34340.0
91321,2021,35231.0
91321,2022,34305.0
91321,2023,32668.0
91321,2024,31989.0
91324,2013,27304.0
91324,2014,29178.0
91324,2015,28497.0
91324,2016,29689.0
91324,2017,30101.0
91324,2018,29617.0
91324,2019,29670.0
91324,2020,30995.0
91324,2021,29328.0
91324,2022,29744.0
91324,2023,29510.0
91324,2024,30699.0
91325,2013,33121.0
91325,2014,32823.0
91325,2015,33197.0
91325,2016,33558.0
91325,2017,34240.0
91325,2018,34635.0
91325,2019,34575.0
91325,2020,34637.0
91325,2021,35355.0
91325,2022,35537.0
91325,2023,35116.0
91325,2024,35062.0
91326,2013,35900.0
91326,2014,36024.0
91326,2015,36921.0
91326,2016,36168.0
91326,2017,36804.0
91326,2018,37035.0
91326,2019,36339.0
91326,2020,36126.0
91326,2021,36079.0
91326,2022,36503.0
91326,2023,37068.0
91326,2024,38428.0
91330,2013,2138.0
91330,2014,2708.0
91330,2015,3231.0
91330,2016,3328.0
91330,2017,3306.0
91330,2018,3273.0
91330,2019,3257.0
91330,2020,3136.0
91330,2021,3017.0
91330,2022,2699.0
91330,2023,2591.0
91330,2024,2512.0
91331,2013,100535.0
91331,2014,102367.0
91331,2015,102266.0
91331,2016,101536.0
91331,2017,105696.0
91331,2018,105799.0
91331,2019,105458.0
91331,2020,103683.0
91331,2021,102553.0
91331,2022,99804.0
91331,2023,98820.0
91331,2024,97608.0
91335,2013,76616.0
91335,2014,77952.0
91335,2015,78230.0
91335,2016,80161.0
91335,2017,79687.0
91335,2018,80524.0
91335,2019,81824.0
91335,2020,80937.0
91335,2021,78205.0
91335,2022,77158.0
91335,2023,74802.0
91335,2024,74526.0
91340,2013,35161.0
91340,2014,35455.0
91340,2015,35481.0
91340,2016,35681.0
91340,2017,35771.0
91340,2018,36227.0
91340,2019,36156.0
91340,2020,37221.0
91340,2021,35918.0
91340,2022,34822.0
91340,2023,33750.0
91340,2024,33424.0
91342,2013,89686.0
91342,2014,91701.0
91342,2015,93466.0
91342,2016,95222.0
91342,2017,96177.0
91342,2018,96487.0
91342,2019,94595.0
91342,2020,94432.0
91342,2021,92764.0
91342,2022,92580.0
91342,2023,93513.0
91342,2024,93301.0
91343,2013,62321.0
91343,2014,61976.0
91343,2015,64149.0
91343,2016,64323.0
91343,2017,65964.0
91343,2018,66590.0
91343,2019,66743.0
91343,2020,65344.0
91343,2021,64519.0
91343,2022,63193.0
91343,2023,61607.0
91343,2024,60783.0
91344,2013,52892.0
91344,2014,53165.0
91344,2015,54566.0
91344,2016,53290.0
91344,2017,53453.0
91344,2018,53266.0
91344,2019,53613.0
91344,2020,55694.0
91344,2021,54465.0
91344,2022,53862.0
91344,2023,53248.0
91344,2024,52890.0
