zipcode,year,population
91345,2013,18254.0
91345,2014,18196.0
91345,2015,18276.0
91345,2016,18763.0
91345,2017,19022.0
91345,2018,19205.0
91345,2019,19145.0
91345,2020,18825.0
91345,2021,18752.0
91345,2022,18481.0
91345,2023,18282.0
91345,2024,18714.0
91350,2013,35410.0
91350,2014,35826.0
91350,2015,36520.0
91350,2016,37400.0
91350,2017,37149.0
91350,2018,37350.0
91350,2019,36173.0
91350,2020,38611.0
91350,2021,42252.0
91350,2022,42970.0
91350,2023,43621.0
91350,2024,43973.0
91351,2013,31773.0
91351,2014,32433.0
91351,2015,33071.0
91351,2016,33247.0
91351,2017,32661.0
91351,2018,32572.0
91351,2019,32711.0
91351,2020,30746.0
91351,2021,33131.0
91351,2022,32677.0
91351,2023,33553.0
91351,2024,33155.0
91352,2013,46334.0
91352,2014,46874.0
91352,2015,47543.0
91352,2016,47079.0
91352,2017,47934.0
91352,2018,47438.0
91352,2019,47076.0
91352,2020,46027.0
91352,2021,45900.0
91352,2022,45601.0
91352,2023,46153.0
91352,2024,46899.0
91354,2013,29487.0
91354,2014,29034.0
91354,2015,29340.0
91354,2016,30058.0
91354,2017,31027.0
91354,2018,32096.0
91354,2019,32544.0
91354,2020,33039.0
91354,2021,33461.0
91354,2022,33039.0
91354,2023,33059.0
91354,2024,33957.0
91355,2013,32282.0
91355,2014,33635.0
91355,2015,34188.0
91355,2016,33129.0
91355,2017,31645.0
91355,2018,31455.0
91355,2019,30526.0
91355,2020,29371.0
91355,2021,31469.0
91355,2022,30289.0
91355,2023,28777.0
91355,2024,29123.0
91356,2013,30090.0
91356,2014,29847.0
91356,2015,29467.0
91356,2016,29728.0
91356,2017,30346.0
91356,2018,30804.0
91356,2019,29822.0
91356,2020,30700.0
91356,2021,29968.0
91356,2022,30599.0
91356,2023,30809.0
91356,2024,30942.0
91361,2013,20631.0
91361,2014,20266.0
91361,2015,20831.0
91361,2016,20808.0
91361,2017,20826.0
91361,2018,20443.0
91361,2019,20258.0
91361,2020,19953.0
91361,2021,19454.0
91361,2022,18753.0
91361,2023,18728.0
91361,2024,18802.0
91362,2013,35093.0
91362,2014,35564.0
91362,2015,35546.0
91362,2016,35862.0
91362,2017,36071.0
91362,2018,36062.0
91362,2019,36604.0
91362,2020,37085.0
91362,2021,36587.0
91362,2022,36770.0
91362,2023,36205.0
91362,2024,35996.0
91364,2013,25971.0
91364,2014,26975.0
91364,2015,27100.0
91364,2016,27607.0
91364,2017,27031.0
91364,2018,27340.0
91364,2019,27971.0
91364,2020,28395.0
91364,2021,28264.0
91364,2022,28765.0
91364,2023,28662.0
91364,2024,27748.0
91367,2013,40506.0
91367,2014,42029.0
91367,2015,42578.0
91367,2016,42319.0
91367,2017,43370.0
91367,2018,45282.0
91367,2019,45970.0
91367,2020,45074.0
91367,2021,44931.0
91367,2022,44862.0
91367,2023,45427.0
91367,2024,45889.0
91381,2013,19800.0
91381,2014,20296.0
91381,2015,20405.0
91381,2016,20790.0
91381,2017,20530.0
91381,2018,20371.0
91381,2019,19390.0
91381,2020,19675.0
91381,2021,20193.0
91381,2022,20864.0
91381,2023,21857.0
91381,2024,22582.0
91384,2013,29189.0
91384,2014,28949.0
91384,2015,29788.0
91384,2016,29676.0
91384,2017,29283.0
91384,2018,28842.0
91384,2019,29212.0
91384,2020,28833.0
91384,2021,28693.0
91384,2022,27652.0
91384,2023,27278.0
91384,2024,26478.0
91387,2013,41058.0
91387,2014,42518.0
91387,2015,43502.0
91387,2016,44106.0
91387,2017,43319.0
91387,2018,43717.0
91387,2019,42034.0
91387,2020,41145.0
91387,2021,45295.0
91387,2022,46812.0
91387,2023,46283.0
91387,2024,46869.0
91390,2013,20875.0
91390,2014,19691.0
91390,2015,20473.0
91390,2016,20546.0
91390,2017,19521.0
91390,2018,19053.0
91390,2019,19168.0
91390,2020,19093.0
91390,2021,19772.0
91390,2022,18930.0
91390,2023,18722.0
91390,2024,19308.0
91401,2013,39466.0
91401,2014,40503.0
91401,2015,41217.0
91401,2016,41019.0
91401,2017,40995.0
91401,2018,41412.0
91401,2019,39755.0
91401,2020,40405.0
91401,2021,38974.0
91401,2022,39179.0
91401,2023,39011.0
91401,2024,39231.0
91402,2013,71486.0
91402,2014,70781.0
91402,2015,71894.0
91402,2016,71765.0
91402,2017,71317.0
91402,2018,70686.0
91402,2019,72059.0
91402,2020,70702.0
91402,2021,68076.0
91402,2022,67937.0
91402,2023,66710.0
91402,2024,65754.0
91403,2013,23672.0
91403,2014,24353.0
91403,2015,24613.0
91403,2016,24579.0
91403,2017,24677.0
91403,2018,25218.0
91403,2019,25156.0
91403,2020,25837.0
91403,2021,26061.0
91403,2022,25887.0
91403,2023,25566.0
91403,2024,25793.0
91405,2013,54435.0
91405,2014,53406.0
91405,2015,53347.0
91405,2016,54356.0
91405,2017,54770.0
91405,2018,55384.0
91405,2019,55506.0
91405,2020,56821.0
91405,2021,55751.0
91405,2022,55451.0
91405,2023,54887.0
91405,2024,56033.0
91406,2013,52682.0
91406,2014,53528.0
91406,2015,54364.0
91406,2016,55385.0
91406,2017,56200.0
91406,2018,55215.0
91406,2019,54890.0
91406,2020,54309.0
91406,2021,54404.0
91406,2022,53276.0
91406,2023,52661.0
91406,2024,51953.0
91411,2013,24546.0
91411,2014,24146.0
91411,2015,25370.0
91411,2016,25290.0
91411,2017,25210.0
91411,2018,25801.0
91411,2019,26111.0
91411,2020,24893.0
91411,2021,23902.0
91411,2022,23689.0
91411,2023,23520.0
91411,2024,23185.0
91423,2013,31466.0
91423,2014,32130.0
91423,2015,33347.0
91423,2016,34140.0
91423,2017,33641.0
91423,2018,33737.0
91423,2019,33172.0
91423,2020,32968.0
91423,2021,31901.0
91423,2022,31787.0
91423,2023,32536.0
91423,2024,32328.0
91436,2013,14147.0
91436,2014,14563.0
91436,2015,13970.0
91436,2016,14353.0
91436,2017,14794.0
91436,2018,15070.0
91436,2019,15292.0
91436,2020,16737.0
91436,2021,16970.0
91436,2022,16190.0
91436,2023,16424.0
91436,2024,15969.0
91501,2013,20398.0
91501,2014,19829.0
91501,2015,20855.0
91501,2016,20110.0
91501,2017,20892.0
91501,2018,20300.0
91501,2019,20511.0
91501,2020,19459.0
91501,2021,19493.0
91501,2022,18951.0
91501,2023,19343.0
91501,2024,19016.0
91502,2013,11420.0
91502,2014,12605.0
91502,2015,12011.0
91502,2016,12080.0
91502,2017,11645.0
91502,2018,11598.0
91502,2019,10708.0
91502,2020,11218.0
91502,2021,12044.0
91502,2022,12312.0
91502,2023,11732.0
91502,2024,11652.0
91504,2013,25228.0
91504,2014,25544.0
91504,2015,25469.0
91504,2016,26833.0
91504,2017,26558.0
91504,2018,26863.0
91504,2019,26749.0
91504,2020,27975.0
91504,2021,27592.0
91504,2022,27479.0
91504,2023,27268.0
91504,2024,27010.0
91505,2013,31636.0
91505,2014,31133.0
91505,2015,31273.0
91505,2016,30985.0
91505,2017,30997.0
91505,2018,30680.0
91505,2019,30902.0
91505,2020,31139.0
91505,2021,32884.0
91505,2022,32156.0
91505,2023,31843.0
91505,2024,31744.0
91506,2013,18260.0
91506,2014,18428.0
91506,2015,18272.0
91506,2016,18125.0
91506,2017,18245.0
91506,2018,18575.0
91506,2019,18591.0
91506,2020,17864.0
91506,2021,19449.0
91506,2022,19559.0
91506,2023,18773.0
91506,2024,18612.0
91601,2013,37807.0
91601,2014,38781.0
91601,2015,38754.0
91601,2016,39318.0
91601,2017,38379.0
91601,2018,37085.0
91601,2019,36841.0
91601,2020,35312.0
91601,2021,34786.0
91601,2022,35615.0
91601,2023,37033.0
91601,2024,36992.0
91602,2013,17771.0
91602,2014,18315.0
91602,2015,18304.0
91602,2016,18615.0
91602,2017,18944.0
91602,2018,19358.0
91602,2019,19672.0
91602,2020,20339.0
91602,2021,20465.0
91602,2022,19980.0
91602,2023,19760.0
91602,2024,20957.0
91604,2013,28468.0
91604,2014,29072.0
91604,2015,30269.0
91604,2016,30386.0
91604,2017,30642.0
91604,2018,32117.0
91604,2019,32910.0
91604,2020,34021.0
91604,2021,32680.0
91604,2022,32073.0
91604,2023,32118.0
91604,2024,32469.0
91605,2013,55793.0
91605,2014,56060.0
91605,2015,55665.0
91605,2016,55377.0
91605,2017,52386.0
91605,2018,52210.0
91605,2019,53113.0
91605,2020,52345.0
91605,2021,52661.0
91605,2022,51654.0
91605,2023,52086.0
91605,2024,49868.0
91606,2013,45788.0
91606,2014,45467.0
91606,2015,44773.0
91606,2016,45040.0
91606,2017,44352.0
91606,2018,44476.0
91606,2019,44295.0
91606,2020,45003.0
91606,2021,43381.0
91606,2022,43552.0
91606,2023,43202.0
91606,2024,43559.0
91607,2013,28993.0
91607,2014,29591.0
91607,2015,30231.0
91607,2016,31405.0
91607,2017,31383.0
91607,2018,30873.0
91607,2019,30611.0
91607,2020,31039.0
91607,2021,30921.0
91607,2022,30734.0
91607,2023,30918.0
91607,2024,31890.0
91608,2013,0.0
91608,2014,0.0
91608,2015,0.0
91608,2016,0.0
91608,2017,0.0
91608,2018,0.0
91608,2019,21.0
91608,2020,18.0
91608,2021,16.0
91608,2022,56.0
91608,2023,38.0
91608,2024,38.0
91702,2013,60036.0
91702,2014,60475.0
91702,2015,61170.0
91702,2016,61968.0
91702,2017,61739.0
91702,2018,62348.0
91702,2019,62066.0
91702,2020,61464.0
91702,2021,61684.0
91702,2022,62196.0
91702,2023,61766.0
91702,2024,60903.0
91706,2013,77192.0
91706,2014,77692.0
91706,2015,77877.0
91706,2016,77667.0
91706,2017,77819.0
91706,2018,77342.0
91706,2019,76930.0
91706,2020,76581.0
91706,2021,73652.0
91706,2022,72495.0
91706,2023,71620.0
91706,2024,71082.0
91709,2013,75551.0
91709,2014,76187.0
91709,2015,76796.0
91709,2016,77266.0
91709,2017,78025.0
91709,2018,79298.0
91709,2019,80701.0
91709,2020,82800.0
91709,2021,78333.0
91709,2022,78341.0
91709,2023,78200.0
91709,2024,78006.0
91711,2013,36011.0
91711,2014,36484.0
91711,2015,36651.0
91711,2016,36957.0
91711,2017,36933.0
91711,2018,36854.0
91711,2019,36777.0
91711,2020,36217.0
91711,2021,36841.0
91711,2022,37542.0
91711,2023,37538.0
91711,2024,37529.0
91722,2013,35370.0
91722,2014,36352.0
91722,2015,35798.0
91722,2016,35407.0
91722,2017,36557.0
91722,2018,35708.0
91722,2019,34631.0
91722,2020,34951.0
91722,2021,35714.0
91722,2022,34470.0
91722,2023,34087.0
91722,2024,35099.0
91723,2013,19778.0
91723,2014,20010.0
91723,2015,19428.0
91723,2016,19258.0
91723,2017,20193.0
91723,2018,18875.0
91723,2019,18521.0
91723,2020,17664.0
91723,2021,18398.0
91723,2022,17964.0
91723,2023,18200.0
91723,2024,17733.0
91724,2013,25407.0
91724,2014,25405.0
91724,2015,26479.0
91724,2016,26190.0
91724,2017,25755.0
91724,2018,26091.0
91724,2019,26717.0
91724,2020,27510.0
91724,2021,29309.0
91724,2022,28575.0
91724,2023,28113.0
91724,2024,28352.0
91731,2013,29744.0
91731,2014,29209.0
91731,2015,30418.0
91731,2016,30179.0
91731,2017,30063.0
91731,2018,30139.0
91731,2019,30222.0
91731,2020,30313.0
91731,2021,28244.0
91731,2022,28201.0
91731,2023,28122.0
91731,2024,27620.0
91732,2013,62548.0
91732,2014,63849.0
91732,2015,62872.0
91732,2016,62855.0
91732,2017,63557.0
91732,2018,63572.0
91732,2019,62905.0
91732,2020,61075.0
91732,2021,59749.0
91732,2022,58888.0
91732,2023,58056.0
91732,2024,57431.0
91733,2013,43593.0
91733,2014,43790.0
91733,2015,44313.0
91733,2016,44622.0
91733,2017,44989.0
91733,2018,44968.0
91733,2019,45365.0
91733,2020,44908.0
91733,2021,43978.0
91733,2022,42953.0
91733,2023,41716.0
91733,2024,41255.0
91740,2013,25961.0
91740,2014,26324.0
91740,2015,26745.0
91740,2016,26555.0
91740,2017,26067.0
91740,2018,26115.0
91740,2019,25877.0
91740,2020,26099.0
91740,2021,27379.0
91740,2022,27131.0
91740,2023,26160.0
91740,2024,26168.0
91741,2013,25540.0
91741,2014,25678.0
91741,2015,25693.0
91741,2016,25780.0
91741,2017,26610.0
91741,2018,26565.0
91741,2019,26794.0
91741,2020,26071.0
91741,2021,26460.0
91741,2022,26052.0
91741,2023,26166.0
91741,2024,26071.0
91744,2013,84674.0
91744,2014,87096.0
91744,2015,87337.0
91744,2016,86638.0
91744,2017,86982.0
91744,2018,87240.0
91744,2019,85421.0
91744,2020,83396.0
91744,2021,81156.0
91744,2022,79380.0
91744,2023,78253.0
91744,2024,76942.0
91745,2013,55776.0
91745,2014,55237.0
91745,2015,55184.0
91745,2016,54043.0
91745,2017,54166.0
91745,2018,54975.0
91745,2019,55202.0
91745,2020,55394.0
91745,2021,54853.0
91745,2022,55489.0
91745,2023,54996.0
91745,2024,54351.0
91746,2013,28869.0
91746,2014,29420.0
91746,2015,30034.0
91746,2016,31319.0
91746,2017,30640.0
91746,2018,30708.0
91746,2019,29709.0
91746,2020,29876.0
91746,2021,29525.0
91746,2022,29429.0
91746,2023,28256.0
91746,2024,28387.0
91748,2013,46966.0
91748,2014,47859.0
91748,2015,46732.0
91748,2016,46565.0
91748,2017,47114.0
91748,2018,47084.0
91748,2019,47079.0
91748,2020,46634.0
91748,2021,45205.0
91748,2022,43851.0
91748,2023,43137.0
91748,2024,42463.0
91750,2013,34045.0
91750,2014,33969.0
91750,2015,34052.0
91750,2016,34156.0
91750,2017,34017.0
91750,2018,33836.0
91750,2019,34129.0
91750,2020,34468.0
91750,2021,33406.0
91750,2022,33436.0
91750,2023,33267.0
91750,2024,32692.0
91754,2013,33616.0
91754,2014,33622.0
91754,2015,34009.0
91754,2016,33514.0
91754,2017,33114.0
91754,2018,33058.0
91754,2019,33636.0
91754,2020,33343.0
91754,2021,33931.0
91754,2022,33937.0
91754,2023,33176.0
91754,2024,32248.0
91755,2013,26945.0
91755,2014,27305.0
91755,2015,27076.0
91755,2016,27487.0
91755,2017,27942.0
91755,2018,27734.0
91755,2019,26803.0
91755,2020,27254.0
91755,2021,27197.0
91755,2022,26418.0
91755,2023,26413.0
91755,2024,26810.0
91759,2013,363.0
91759,2014,369.0
91759,2015,389.0
91759,2016,417.0
91759,2017,426.0
91759,2018,374.0
91759,2019,307.0
91759,2020,351.0
91759,2021,367.0
91759,2022,299.0
91759,2023,290.0
91759,2024,341.0
91765,2013,47273.0
91765,2014,47562.0
91765,2015,47598.0
91765,2016,47493.0
91765,2017,47398.0
91765,2018,47139.0
91765,2019,46593.0
91765,2020,46248.0
91765,2021,46270.0
91765,2022,45303.0
91765,2023,44779.0
91765,2024,44502.0
91766,2013,71541.0
91766,2014,71851.0
91766,2015,72026.0
91766,2016,72100.0
91766,2017,72787.0
91766,2018,72332.0
91766,2019,72348.0
91766,2020,71189.0
91766,2021,71380.0
91766,2022,69517.0
91766,2023,68673.0
91766,2024,69327.0
91767,2013,48768.0
91767,2014,49027.0
91767,2015,49099.0
91767,2016,49483.0
91767,2017,49492.0
91767,2018,50264.0
91767,2019,50606.0
91767,2020,50493.0
91767,2021,50563.0
91767,2022,50715.0
91767,2023,50308.0
91767,2024,49152.0
91768,2013,36142.0
91768,2014,36454.0
91768,2015,36444.0
91768,2016,36365.0
91768,2017,36122.0
91768,2018,35389.0
91768,2019,35191.0
91768,2020,35634.0
91768,2021,36706.0
91768,2022,35443.0
91768,2023,34921.0
91768,2024,34200.0
91770,2013,62489.0
91770,2014,63119.0
91770,2015,63758.0
91770,2016,63552.0
91770,2017,63981.0
91770,2018,63425.0
91770,2019,62703.0
91770,2020,63177.0
91770,2021,59685.0
91770,2022,59410.0
91770,2023,58893.0
91770,2024,58382.0
91773,2013,33441.0
91773,2014,33869.0
91773,2015,34107.0
91773,2016,34222.0
91773,2017,34555.0
91773,2018,34496.0
91773,2019,34007.0
91773,2020,33703.0
91773,2021,34407.0
91773,2022,34066.0
91773,2023,33917.0
91773,2024,33598.0
91775,2013,25363.0
91775,2014,25395.0
91775,2015,25486.0
91775,2016,25389.0
91775,2017,25156.0
91775,2018,25192.0
91775,2019,25004.0
91775,2020,24517.0
91775,2021,24079.0
91775,2022,24169.0
91775,2023,23776.0
91775,2024,23672.0
91776,2013,37246.0
91776,2014,37378.0
91776,2015,38127.0
91776,2016,37843.0
91776,2017,38322.0
91776,2018,38410.0
91776,2019,38664.0
91776,2020,38675.0
91776,2021,38112.0
91776,2022,37340.0
91776,2023,37769.0
91776,2024,36952.0
91780,2013,34890.0
91780,2014,35274.0
91780,2015,35280.0
91780,2016,35674.0
91780,2017,35184.0
91780,2018,35351.0
91780,2019,35133.0
91780,2020,34854.0
91780,2021,35494.0
91780,2022,35556.0
91780,2023,35136.0
91780,2024,35588.0
91789,2013,42609.0
91789,2014,43369.0
91789,2015,43805.0
91789,2016,43973.0
91789,2017,44115.0
91789,2018,44474.0
91789,2019,44440.0
91789,2020,43531.0
91789,2021,41829.0
91789,2022,41377.0
91789,2023,40933.0
91789,2024,40298.0
91790,2013,46404.0
91790,2014,46059.0
91790,2015,46566.0
91790,2016,46374.0
91790,2017,45958.0
91790,2018,45206.0
91790,2019,45444.0
91790,2020,44601.0
91790,2021,45497.0
91790,2022,44855.0
91790,2023,44791.0
91790,2024,44710.0
91791,2013,31796.0
91791,2014,33174.0
91791,2015,33247.0
91791,2016,33484.0
91791,2017,33953.0
91791,2018,34363.0
91791,2019,33397.0
91791,2020,33314.0
91791,2021,34411.0
91791,2022,33902.0
91791,2023,33321.0
91791,2024,33028.0
91792,2013,30452.0
91792,2014,30102.0
91792,2015,30063.0
91792,2016,29493.0
91792,2017,29787.0
91792,2018,29839.0
91792,2019,29619.0
91792,2020,29806.0
91792,2021,31649.0
91792,2022,31208.0
91792,2023,30921.0
91792,2024,30629.0
91801,2013,54176.0
91801,2014,53792.0
91801,2015,54565.0
91801,2016,55265.0
91801,2017,54928.0
91801,2018,54479.0
91801,2019,54768.0
91801,2020,54161.0
91801,2021,53976.0
91801,2022,53320.0
91801,2023,53730.0
91801,2024,53381.0
91803,2013,29591.0
91803,2014,30586.0
91803,2015,30118.0
91803,2016,29502.0
91803,2017,30137.0
91803,2018,30385.0
91803,2019,29567.0
91803,2020,30093.0
91803,2021,29223.0
91803,2022,29006.0
91803,2023,27803.0
91803,2024,27715.0
92397,2013,4497.0
92397,2014,4616.0
92397,2015,4753.0
92397,2016,4853.0
92397,2017,4457.0
92397,2018,4571.0
92397,2019,4562.0
92397,2020,4638.0
92397,2021,5215.0
92397,2022,5059.0
92397,2023,5699.0
92397,2024,5854.0
93243,2013,1419.0
93243,2014,1720.0
93243,2015,1565.0
93243,2016,1736.0
93243,2017,1709.0
93243,2018,1938.0
93243,2019,1532.0
93243,2020,1513.0
93243,2021,920.0
93243,2022,977.0
93243,2023,900.0
93243,2024,834.0
93510,2013,7216.0
93510,2014,7289.0
93510,2015,7462.0
93510,2016,7594.0
93510,2017,7836.0
93510,2018,7626.0
93510,2019,7644.0
93510,2020,7433.0
93510,2021,7010.0
93510,2022,7397.0
93510,2023,7562.0
93510,2024,7786.0
93523,2013,2926.0
93523,2014,3378.0
93523,2015,3469.0
93523,2016,3366.0
93523,2017,3312.0
93523,2018,3700.0
93523,2019,3556.0
93523,2020,3681.0
93523,2021,3876.0
93523,2022,3867.0
93523,2023,3681.0
93523,2024,3502.0
93532,2013,2476.0
93532,2014,2419.0
93532,2015,2557.0
93532,2016,2681.0
93532,2017,2857.0
93532,2018,2871.0
93532,2019,2683.0
93532,2020,2637.0
93532,2021,2745.0
93532,2022,2768.0
93532,2023,2762.0
93532,2024,2930.0
93534,2013,39563.0
93534,2014,39120.0
93534,2015,38431.0
93534,2016,38994.0
93534,2017,39166.0
93534,2018,39088.0
93534,2019,39367.0
93534,2020,39798.0
93534,2021,43535.0
93534,2022,42515.0
93534,2023,42290.0
93534,2024,41430.0
93535,2013,73606.0
93535,2014,73282.0
93535,2015,73979.0
93535,2016,73948.0
93535,2017,73728.0
93535,2018,72948.0
93535,2019,74264.0
93535,2020,74944.0
93535,2021,79522.0
93535,2022,80905.0
93535,2023,80478.0
93535,2024,79409.0
93536,2013,69988.0
93536,2014,71313.0
93536,2015,71254.0
93536,2016,70969.0
93536,2017,71303.0
93536,2018,72383.0
93536,2019,70237.0
93536,2020,68575.0
93536,2021,73417.0
93536,2022,72131.0
93536,2023,72013.0
93536,2024,73412.0
93543,2013,13251.0
93543,2014,13578.0
93543,2015,13720.0
93543,2016,13780.0
93543,2017,14748.0
93543,2018,15135.0
93543,2019,14392.0
93543,2020,14605.0
93543,2021,13793.0
93543,2022,12745.0
93543,2023,12217.0
93543,2024,12275.0
93544,2013,944.0
93544,2014,951.0
93544,2015,1145.0
93544,2016,1021.0
93544,2017,1099.0
93544,2018,1181.0
93544,2019,1164.0
93544,2020,1086.0
93544,2021,1511.0
93544,2022,1427.0
93544,2023,1201.0
93544,2024,1027.0
93550,2013,74561.0
93550,2014,74203.0
93550,2015,75088.0
93550,2016,75624.0
93550,2017,75774.0
93550,2018,77006.0
93550,2019,77506.0
93550,2020,75617.0
93550,2021,82580.0
93550,2022,81501.0
93550,2023,79929.0
93550,2024,80645.0
93551,2013,50306.0
93551,2014,50572.0
93551,2015,50100.0
93551,2016,51023.0
93551,2017,51896.0
93551,2018,51085.0
93551,2019,50601.0
93551,2020,50978.0
93551,2021,54808.0
93551,2022,54478.0
93551,2023,54956.0
93551,2024,54360.0
93552,2013,39943.0
93552,2014,42073.0
93552,2015,42630.0
93552,2016,41128.0
93552,2017,41320.0
93552,2018,40266.0
93552,2019,39905.0
93552,2020,39776.0
93552,2021,43118.0
93552,2022,43371.0
93552,2023,43903.0
93552,2024,42639.0
93553,2013,2242.0
93553,2014,1975.0
93553,2015,1784.0
93553,2016,1882.0
93553,2017,1893.0
93553,2018,1781.0
93553,2019,1709.0
93553,2020,1513.0
93553,2021,1056.0
93553,2022,1136.0
93553,2023,1349.0
93553,2024,1319.0
93563,2013,344.0
93563,2014,375.0
93563,2015,387.0
93563,2016,413.0
93563,2017,417.0
93563,2018,408.0
93563,2019,357.0
93563,2020,419.0
93563,2021,247.0
93563,2022,222.0
93563,2023,218.0
93563,2024,195.0
93591,2013,6483.0
93591,2014,6558.0
93591,2015,6781.0
93591,2016,6508.0
93591,2017,6809.0
93591,2018,6579.0
93591,2019,6744.0
93591,2020,6557.0
93591,2021,6914.0
93591,2022,7340.0
93591,2023,7531.0
93591,2024,7051.0
