month,delay_m,observed,implied_completeness,curve_completeness,ratio
2026-04,0,6,0.024896265560165973,0.2722772277227723,0.0914371935118823
2026-03,1,18,0.07468879668049792,0.6578947368421053,0.11352697095435683
2026-02,2,54,0.22406639004149378,0.7649253731343284,0.29292581722497724
2026-01,3,198,0.8215767634854771,0.7917570498915402,1.0376627067583697
2025-12,4,186,0.7717842323651453,0.7917570498915402,0.9747740578639231
2025-11,5,192,0.7966804979253111,0.7947761194029851,1.002396119455321
2025-10,6,182,0.7551867219917012,0.854251012145749,0.8840337456490531
2025-09,7,188,0.7800829875518672,0.8950086058519794,0.871592722630067
2025-08,8,209,0.8672199170124482,0.8950086058519794,0.9689514842004469
